indice_tiempo,localidad,origen_pernoctes,pernoctes,observaciones
2020-01-01,Catamarca,Total,10583,""
2020-01-01,Catamarca,Residentes,10291,""
2020-01-01,Catamarca,No residentes,292,""
2020-01-01,Corrientes,Total,40334,""
2020-01-01,Corrientes,Residentes,31829,""
2020-01-01,Corrientes,No residentes,8505,""
2020-01-01,Córdoba,Total,80994,""
2020-01-01,Córdoba,Residentes,71196,""
2020-01-01,Córdoba,No residentes,9798,""
2020-01-01,Formosa,Total,10939,""
2020-01-01,Formosa,Residentes,8439,""
2020-01-01,Formosa,No residentes,2500,""
2020-01-01,Gualeguaychú,Total,31259,""
2020-01-01,Gualeguaychú,Residentes,30063,""
2020-01-01,Gualeguaychú,No residentes,1196,""
2020-01-01,Jujuy,Total,19512,""
2020-01-01,Jujuy,Residentes,16144,""
2020-01-01,Jujuy,No residentes,3368,""
2020-01-01,La Angostura,Total,52930,""
2020-01-01,La Angostura,Residentes,45142,""
2020-01-01,La Angostura,No residentes,7788,""
2020-01-01,La Falda,Total,109898,""
2020-01-01,La Falda,Residentes,109821,""
2020-01-01,La Falda,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-01-01,La Rioja,Total,7533,""
2020-01-01,La Rioja,Residentes,7188,""
2020-01-01,La Rioja,No residentes,345,""
2020-01-01,Las Grutas,Total,61864,""
2020-01-01,Las Grutas,Residentes,61588,""
2020-01-01,Las Grutas,No residentes,276,""
2020-01-01,Malargue-Las Leñas,Total,13887,""
2020-01-01,Malargue-Las Leñas,Residentes,12140,""
2020-01-01,Malargue-Las Leñas,No residentes,1747,""
2020-01-01,Mar Chiquita,Total,22878,""
2020-01-01,Mar Chiquita,Residentes,22878,""
2020-01-01,Mar Chiquita,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-01-01,Mar del Plata,Total,918061,""
2020-01-01,Mar del Plata,Residentes,907144,""
2020-01-01,Mar del Plata,No residentes,10917,""
2020-01-01,Mendoza,Total,132112,""
2020-01-01,Mendoza,Residentes,81616,""
2020-01-01,Mendoza,No residentes,50496,""
2020-01-01,Merlo,Total,90303,""
2020-01-01,Merlo,Residentes,90225,""
2020-01-01,Merlo,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-01-01,Mina Clavero,Total,95766,""
2020-01-01,Mina Clavero,Residentes,95766,""
2020-01-01,Mina Clavero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-01-01,Neuquén,Total,41232,""
2020-01-01,Neuquén,Residentes,38513,""
2020-01-01,Neuquén,No residentes,2719,""
2020-01-01,Paraná,Total,15739,""
2020-01-01,Paraná,Residentes,15448,""
2020-01-01,Paraná,No residentes,291,""
2020-01-01,Pinamar,Total,293883,""
2020-01-01,Pinamar,Residentes,293256,""
2020-01-01,Pinamar,No residentes,627,""
2020-01-01,Posadas,Total,34773,""
2020-01-01,Posadas,Residentes,27484,""
2020-01-01,Posadas,No residentes,7289,""
2020-01-01,Puerto Iguazú,Total,157313,""
2020-01-01,Puerto Iguazú,Residentes,93581,""
2020-01-01,Puerto Iguazú,No residentes,63732,""
2020-01-01,Puerto Madryn,Total,67419,""
2020-01-01,Puerto Madryn,Residentes,58498,""
2020-01-01,Puerto Madryn,No residentes,8921,""
2020-01-01,Rafaela,Total,5336,""
2020-01-01,Rafaela,Residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-01-01,Rafaela,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-01-01,Resistencia,Total,21329,""
2020-01-01,Resistencia,Residentes,19159,""
2020-01-01,Resistencia,No residentes,2170,""
2020-01-01,Rio Gallegos,Total,14889,""
2020-01-01,Rio Gallegos,Residentes,12957,""
2020-01-01,Rio Gallegos,No residentes,1932,""
2020-01-01,Rosario,Total,59389,""
2020-01-01,Rosario,Residentes,49500,""
2020-01-01,Rosario,No residentes,9889,""
2020-01-01,Río Cuarto,Total,15906,""
2020-01-01,Río Cuarto,Residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-01-01,Río Cuarto,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-01-01,Salta,Total,116070,""
2020-01-01,Salta,Residentes,89940,""
2020-01-01,Salta,No residentes,26130,""
2020-01-01,San Juan,Total,23987,""
2020-01-01,San Juan,Residentes,20864,""
2020-01-01,San Juan,No residentes,3123,""
2020-01-01,San Luis,Total,30799,""
2020-01-01,San Luis,Residentes,29600,""
2020-01-01,San Luis,No residentes,1199,""
2020-01-01,San Martín de los Andes,Total,100731,""
2020-01-01,San Martín de los Andes,Residentes,90083,""
2020-01-01,San Martín de los Andes,No residentes,10648,""
2020-01-01,San Rafael,Total,78394,""
2020-01-01,San Rafael,Residentes,77555,""
2020-01-01,San Rafael,No residentes,839,""
2020-01-01,Santa Fe,Total,21145,""
2020-01-01,Santa Fe,Residentes,18820,""
2020-01-01,Santa Fe,No residentes,2325,""
2020-01-01,Santa Rosa,Total,33828,""
2020-01-01,Santa Rosa,Residentes,33334,""
2020-01-01,Santa Rosa,No residentes,494,""
2020-01-01,Santiago del Estero,Total,17674,""
2020-01-01,Santiago del Estero,Residentes,17269,""
2020-01-01,Santiago del Estero,No residentes,405,""
2020-01-01,Tandil,Total,49302,""
2020-01-01,Tandil,Residentes,48962,""
2020-01-01,Tandil,No residentes,340,""
2020-01-01,Termas,Total,21899,""
2020-01-01,Termas,Residentes,21425,""
2020-01-01,Termas,No residentes,474,""
2020-01-01,Tucumán,Total,34371,""
2020-01-01,Tucumán,Residentes,32135,""
2020-01-01,Tucumán,No residentes,2236,""
2020-01-01,Ushuaia,Total,96648,""
2020-01-01,Ushuaia,Residentes,50224,""
2020-01-01,Ushuaia,No residentes,46424,""
2020-01-01,Valle de Uco,Total,38657,""
2020-01-01,Valle de Uco,Residentes,31833,""
2020-01-01,Valle de Uco,No residentes,6824,""
2020-01-01,Viedma,Total,5940,""
2020-01-01,Viedma,Residentes,5859,""
2020-01-01,Viedma,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-01-01,Villa General Belgrano,Total,88755,""
2020-01-01,Villa General Belgrano,Residentes,88330,""
2020-01-01,Villa General Belgrano,No residentes,425,""
2020-01-01,Villa Gesell,Total,470951,""
2020-01-01,Villa Gesell,Residentes,470047,""
2020-01-01,Villa Gesell,No residentes,904,""
2020-02-01,Bahía Blanca,Total,14113,""
2020-02-01,Bahía Blanca,Residentes,13445,""
2020-02-01,Bahía Blanca,No residentes,668,""
2020-02-01,Bariloche,Total,250265,""
2020-02-01,Bariloche,Residentes,191782,""
2020-02-01,Bariloche,No residentes,58483,""
2020-02-01,CABA,Total,818952,""
2020-02-01,CABA,Residentes,346880,""
2020-02-01,CABA,No residentes,472072,""
2020-02-01,Cafayate,Total,23522,""
2020-02-01,Cafayate,Residentes,19380,""
2020-02-01,Cafayate,No residentes,4142,""
2020-02-01,Calafate,Total,147656,""
2020-02-01,Calafate,Residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-02-01,Calafate,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-02-01,Carlos Paz,Total,288466,""
2020-02-01,Carlos Paz,Residentes,288101,""
2020-02-01,Carlos Paz,No residentes,365,""
2020-02-01,Catamarca,Total,12860,""
2020-02-01,Catamarca,Residentes,12655,""
2020-02-01,Catamarca,No residentes,205,""
2020-02-01,Corrientes,Total,37692,""
2020-02-01,Corrientes,Residentes,30954,""
2020-02-01,Corrientes,No residentes,6738,""
2020-02-01,Córdoba,Total,80033,""
2020-02-01,Córdoba,Residentes,69511,""
2020-02-01,Córdoba,No residentes,10522,""
2020-02-01,Formosa,Total,9024,""
2020-02-01,Formosa,Residentes,7277,""
2020-02-01,Formosa,No residentes,1747,""
2020-02-01,Gualeguaychú,Total,35493,""
2020-02-01,Gualeguaychú,Residentes,33633,""
2020-02-01,Gualeguaychú,No residentes,1860,""
2020-02-01,Jujuy,Total,19578,""
2020-02-01,Jujuy,Residentes,17365,""
2020-02-01,Jujuy,No residentes,2213,""
2020-02-01,La Angostura,Total,50812,""
2020-02-01,La Angostura,Residentes,41367,""
2020-02-01,La Angostura,No residentes,9445,""
2020-02-01,La Falda,Total,93057,""
2020-02-01,La Falda,Residentes,92491,""
2020-02-01,La Falda,No residentes,566,""
2020-02-01,La Rioja,Total,8788,""
2020-02-01,La Rioja,Residentes,8524,""
2020-02-01,La Rioja,No residentes,264,""
2020-02-01,Las Grutas,Total,47109,""
2020-02-01,Las Grutas,Residentes,46772,""
2020-02-01,Las Grutas,No residentes,337,""
2020-02-01,Malargue-Las Leñas,Total,8802,""
2020-02-01,Malargue-Las Leñas,Residentes,7267,""
2020-02-01,Malargue-Las Leñas,No residentes,1535,""
2020-02-01,Mar Chiquita,Total,21555,""
2020-02-01,Mar Chiquita,Residentes,21553,""
2020-02-01,Mar Chiquita,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-02-01,Mar del Plata,Total,803170,""
2020-02-01,Mar del Plata,Residentes,798498,""
2020-02-01,Mar del Plata,No residentes,4672,""
2020-02-01,Mendoza,Total,129737,""
2020-02-01,Mendoza,Residentes,79380,""
2020-02-01,Mendoza,No residentes,50357,""
2020-02-01,Merlo,Total,86132,""
2020-02-01,Merlo,Residentes,86084,""
2020-02-01,Merlo,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-02-01,Mina Clavero,Total,76994,""
2020-02-01,Mina Clavero,Residentes,76990,""
2020-02-01,Mina Clavero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-02-01,Neuquén,Total,33596,""
2020-02-01,Neuquén,Residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-02-01,Neuquén,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-02-01,Paraná,Total,14657,""
2020-02-01,Paraná,Residentes,14429,""
2020-02-01,Paraná,No residentes,228,""
2020-02-01,Pinamar,Total,240056,""
2020-02-01,Pinamar,Residentes,239700,""
2020-02-01,Pinamar,No residentes,356,""
2020-02-01,Posadas,Total,30019,""
2020-02-01,Posadas,Residentes,23467,""
2020-02-01,Posadas,No residentes,6552,""
2020-02-01,Puerto Iguazú,Total,144886,""
2020-02-01,Puerto Iguazú,Residentes,90652,""
2020-02-01,Puerto Iguazú,No residentes,54234,""
2020-02-01,Puerto Madryn,Total,44256,""
2020-02-01,Puerto Madryn,Residentes,36447,""
2020-02-01,Puerto Madryn,No residentes,7809,""
2020-02-01,Rafaela,Total,4645,""
2020-02-01,Rafaela,Residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-02-01,Rafaela,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-02-01,Resistencia,Total,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-02-01,Resistencia,Residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-02-01,Resistencia,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-02-01,Rio Gallegos,Total,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-02-01,Rio Gallegos,Residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-02-01,Rio Gallegos,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-02-01,Rosario,Total,71735,""
2020-02-01,Rosario,Residentes,62791,""
2020-02-01,Rosario,No residentes,8944,""
2020-02-01,Río Cuarto,Total,14576,""
2020-02-01,Río Cuarto,Residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-02-01,Río Cuarto,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-02-01,Salta,Total,112708,""
2020-02-01,Salta,Residentes,86948,""
2020-02-01,Salta,No residentes,25760,""
2020-02-01,San Juan,Total,23602,""
2020-02-01,San Juan,Residentes,20124,""
2020-02-01,San Juan,No residentes,3478,""
2020-02-01,San Luis,Total,30071,""
2020-02-01,San Luis,Residentes,28977,""
2020-02-01,San Luis,No residentes,1094,""
2020-02-01,San Martín de los Andes,Total,95113,""
2020-02-01,San Martín de los Andes,Residentes,66604,""
2020-02-01,San Martín de los Andes,No residentes,28509,""
2020-02-01,San Rafael,Total,66892,""
2020-02-01,San Rafael,Residentes,65977,""
2020-02-01,San Rafael,No residentes,915,""
2020-02-01,Santa Fe,Total,25948,""
2020-02-01,Santa Fe,Residentes,24005,""
2020-02-01,Santa Fe,No residentes,1943,""
2020-02-01,Santa Rosa,Total,26072,""
2020-02-01,Santa Rosa,Residentes,25877,""
2020-02-01,Santa Rosa,No residentes,195,""
2020-02-01,Santiago del Estero,Total,18435,""
2020-02-01,Santiago del Estero,Residentes,18015,""
2020-02-01,Santiago del Estero,No residentes,420,""
2020-02-01,Tandil,Total,48638,""
2020-02-01,Tandil,Residentes,48492,""
2020-02-01,Tandil,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-02-01,Termas,Total,24971,""
2020-02-01,Termas,Residentes,24837,""
2020-02-01,Termas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-02-01,Tucumán,Total,42120,""
2020-02-01,Tucumán,Residentes,41017,""
2020-02-01,Tucumán,No residentes,1103,""
2020-02-01,Ushuaia,Total,88221,""
2020-02-01,Ushuaia,Residentes,43501,""
2020-02-01,Ushuaia,No residentes,44720,""
2020-02-01,Valle de Uco,Total,33892,""
2020-02-01,Valle de Uco,Residentes,28153,""
2020-02-01,Valle de Uco,No residentes,5739,""
2020-02-01,Viedma,Total,6345,""
2020-02-01,Viedma,Residentes,6296,""
2020-02-01,Viedma,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-02-01,Villa General Belgrano,Total,83185,""
2020-02-01,Villa General Belgrano,Residentes,82482,""
2020-02-01,Villa General Belgrano,No residentes,703,""
2020-02-01,Villa Gesell,Total,422196,""
2020-02-01,Villa Gesell,Residentes,421900,""
2020-02-01,Villa Gesell,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-03-01,Bahía Blanca,Total,7873,""
2020-03-01,Bahía Blanca,Residentes,7287,""
2020-03-01,Bahía Blanca,No residentes,586,""
2020-03-01,Bariloche,Total,96118,""
2020-03-01,Bariloche,Residentes,76660,""
2020-03-01,Bariloche,No residentes,19458,""
2020-03-01,CABA,Total,447835,""
2020-03-01,CABA,Residentes,197773,""
2020-03-01,CABA,No residentes,250062,""
2020-03-01,Cafayate,Total,7934,""
2020-03-01,Cafayate,Residentes,5691,""
2020-03-01,Cafayate,No residentes,2243,""
2020-03-01,Calafate,Total,76814,""
2020-03-01,Calafate,Residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-03-01,Calafate,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-03-01,Carlos Paz,Total,82481,""
2020-03-01,Carlos Paz,Residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-03-01,Carlos Paz,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-03-01,Catamarca,Total,4244,""
2020-03-01,Catamarca,Residentes,4148,""
2020-03-01,Catamarca,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-03-01,Corrientes,Total,14600,""
2020-03-01,Corrientes,Residentes,12566,""
2020-03-01,Corrientes,No residentes,2034,""
2020-03-01,Córdoba,Total,26912,""
2020-03-01,Córdoba,Residentes,24559,""
2020-03-01,Córdoba,No residentes,2353,""
2020-03-01,Formosa,Total,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-03-01,Formosa,Residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-03-01,Formosa,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-03-01,Gualeguaychú,Total,10318,""
2020-03-01,Gualeguaychú,Residentes,9858,""
2020-03-01,Gualeguaychú,No residentes,460,""
2020-03-01,Jujuy,Total,7580,""
2020-03-01,Jujuy,Residentes,6762,""
2020-03-01,Jujuy,No residentes,818,""
2020-03-01,La Angostura,Total,14740,""
2020-03-01,La Angostura,Residentes,13370,""
2020-03-01,La Angostura,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-03-01,La Falda,Total,15118,""
2020-03-01,La Falda,Residentes,15062,""
2020-03-01,La Falda,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-03-01,La Rioja,Total,3054,""
2020-03-01,La Rioja,Residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-03-01,La Rioja,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-03-01,Las Grutas,Total,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-03-01,Las Grutas,Residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-03-01,Las Grutas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-03-01,Malargue-Las Leñas,Total,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-03-01,Malargue-Las Leñas,Residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-03-01,Malargue-Las Leñas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-03-01,Mar Chiquita,Total,5091,""
2020-03-01,Mar Chiquita,Residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-03-01,Mar Chiquita,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-03-01,Mar del Plata,Total,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-03-01,Mar del Plata,Residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-03-01,Mar del Plata,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-03-01,Mendoza,Total,76152,""
2020-03-01,Mendoza,Residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-03-01,Mendoza,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-03-01,Merlo,Total,32294,""
2020-03-01,Merlo,Residentes,32277,""
2020-03-01,Merlo,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-03-01,Mina Clavero,Total,10065,""
2020-03-01,Mina Clavero,Residentes,10065,""
2020-03-01,Mina Clavero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-03-01,Neuquén,Total,14829,""
2020-03-01,Neuquén,Residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-03-01,Neuquén,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-03-01,Paraná,Total,6963,""
2020-03-01,Paraná,Residentes,6925,""
2020-03-01,Paraná,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-03-01,Pinamar,Total,46394,""
2020-03-01,Pinamar,Residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-03-01,Pinamar,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-03-01,Posadas,Total,17479,""
2020-03-01,Posadas,Residentes,15784,""
2020-03-01,Posadas,No residentes,1695,""
2020-03-01,Puerto Iguazú,Total,55791,""
2020-03-01,Puerto Iguazú,Residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-03-01,Puerto Iguazú,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-03-01,Puerto Madryn,Total,11524,""
2020-03-01,Puerto Madryn,Residentes,8485,""
2020-03-01,Puerto Madryn,No residentes,3039,""
2020-03-01,Rafaela,Total,2180,""
2020-03-01,Rafaela,Residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-03-01,Rafaela,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-03-01,Resistencia,Total,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-03-01,Resistencia,Residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-03-01,Resistencia,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2020-03-01,Rio Gallegos,Total,,Dato que no corresponde presentar debido a la naturaleza de las cosas
