indice_tiempo,localidad,origen_viajeros,viajeros,observaciones
2019-03-01,Córdoba,Total,36965,""
2019-03-01,Córdoba,Residentes,31102,""
2019-03-01,Córdoba,No residentes,5863,""
2019-03-01,Formosa,Total,9806,""
2019-03-01,Formosa,Residentes,8084,""
2019-03-01,Formosa,No residentes,1722,""
2019-03-01,Gualeguaychú,Total,7644,""
2019-03-01,Gualeguaychú,Residentes,7261,""
2019-03-01,Gualeguaychú,No residentes,383,""
2019-03-01,Jujuy,Total,12927,""
2019-03-01,Jujuy,Residentes,11239,""
2019-03-01,Jujuy,No residentes,1688,""
2019-03-01,La Angostura,Total,8559,""
2019-03-01,La Angostura,Residentes,6973,""
2019-03-01,La Angostura,No residentes,1586,""
2019-03-01,La Falda,Total,9993,""
2019-03-01,La Falda,Residentes,9989,""
2019-03-01,La Falda,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2019-03-01,La Rioja,Total,5481,""
2019-03-01,La Rioja,Residentes,5195,""
2019-03-01,La Rioja,No residentes,286,""
2019-03-01,Las Grutas,Total,5209,""
2019-03-01,Las Grutas,Residentes,5147,""
2019-03-01,Las Grutas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2019-03-01,Malargue-Las Leñas,Total,2208,""
2019-03-01,Malargue-Las Leñas,Residentes,1907,""
2019-03-01,Malargue-Las Leñas,No residentes,301,""
2019-03-01,Mar Chiquita,Total,6464,""
2019-03-01,Mar Chiquita,Residentes,6464,""
2019-03-01,Mar Chiquita,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2019-03-01,Mar del Plata,Total,100384,""
2019-03-01,Mar del Plata,Residentes,99422,""
2019-03-01,Mar del Plata,No residentes,962,""
2019-03-01,Mendoza,Total,67593,""
2019-03-01,Mendoza,Residentes,38783,""
2019-03-01,Mendoza,No residentes,28810,""
2019-03-01,Merlo,Total,16552,""
2019-03-01,Merlo,Residentes,16537,""
2019-03-01,Merlo,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2019-03-01,Mina Clavero,Total,8462,""
2019-03-01,Mina Clavero,Residentes,8462,""
2019-03-01,Mina Clavero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2019-03-01,Neuquén,Total,21082,""
2019-03-01,Neuquén,Residentes,18631,""
2019-03-01,Neuquén,No residentes,2451,""
2019-03-01,Paraná,Total,8883,""
2019-03-01,Paraná,Residentes,8647,""
2019-03-01,Paraná,No residentes,236,""
2019-03-01,Pinamar,Total,28940,""
2019-03-01,Pinamar,Residentes,28873,""
2019-03-01,Pinamar,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2019-03-01,Posadas,Total,14334,""
2019-03-01,Posadas,Residentes,11401,""
2019-03-01,Posadas,No residentes,2933,""
2019-03-01,Puerto Iguazú,Total,51491,""
2019-03-01,Puerto Iguazú,Residentes,28310,""
2019-03-01,Puerto Iguazú,No residentes,23181,""
2019-03-01,Puerto Madryn,Total,12499,""
2019-03-01,Puerto Madryn,Residentes,11124,""
2019-03-01,Puerto Madryn,No residentes,1375,""
2019-03-01,Rafaela,Total,5745,""
2019-03-01,Rafaela,Residentes,5640,""
2019-03-01,Rafaela,No residentes,105,""
2019-03-01,Resistencia,Total,14477,""
2019-03-01,Resistencia,Residentes,13654,""
2019-03-01,Resistencia,No residentes,823,""
2019-03-01,Rio Gallegos,Total,9528,""
2019-03-01,Rio Gallegos,Residentes,8916,""
2019-03-01,Rio Gallegos,No residentes,612,""
2019-03-01,Rosario,Total,46965,""
2019-03-01,Rosario,Residentes,40327,""
2019-03-01,Rosario,No residentes,6638,""
2019-03-01,Río Cuarto,Total,10298,""
2019-03-01,Río Cuarto,Residentes,10062,""
2019-03-01,Río Cuarto,No residentes,236,""
2019-03-01,Salta,Total,52993,""
2019-03-01,Salta,Residentes,41645,""
2019-03-01,Salta,No residentes,11348,""
2019-03-01,San Juan,Total,11782,""
2019-03-01,San Juan,Residentes,10707,""
2019-03-01,San Juan,No residentes,1075,""
2019-03-01,San Luis,Total,10564,""
2019-03-01,San Luis,Residentes,9984,""
2019-03-01,San Luis,No residentes,580,""
2019-03-01,San Martín de los Andes,Total,16459,""
2019-03-01,San Martín de los Andes,Residentes,13667,""
2019-03-01,San Martín de los Andes,No residentes,2792,""
2019-03-01,San Rafael,Total,10896,""
2019-03-01,San Rafael,Residentes,10497,""
2019-03-01,San Rafael,No residentes,399,""
2019-03-01,Santa Fe,Total,12009,""
2019-03-01,Santa Fe,Residentes,11171,""
2019-03-01,Santa Fe,No residentes,838,""
2019-03-01,Santa Rosa,Total,14079,""
2019-03-01,Santa Rosa,Residentes,13755,""
2019-03-01,Santa Rosa,No residentes,324,""
2019-03-01,Santiago del Estero,Total,12742,""
2019-03-01,Santiago del Estero,Residentes,12367,""
2019-03-01,Santiago del Estero,No residentes,375,""
2019-03-01,Tandil,Total,14190,""
2019-03-01,Tandil,Residentes,14016,""
2019-03-01,Tandil,No residentes,174,""
2019-03-01,Termas,Total,15219,""
2019-03-01,Termas,Residentes,12107,""
2019-03-01,Termas,No residentes,3112,""
2019-03-01,Tucumán,Total,23678,""
2019-03-01,Tucumán,Residentes,22396,""
2019-03-01,Tucumán,No residentes,1282,""
2019-03-01,Ushuaia,Total,34315,""
2019-03-01,Ushuaia,Residentes,15973,""
2019-03-01,Ushuaia,No residentes,18342,""
2019-03-01,Valle de Uco,Total,13972,""
2019-03-01,Valle de Uco,Residentes,10314,""
2019-03-01,Valle de Uco,No residentes,3658,""
2019-03-01,Viedma,Total,2403,""
2019-03-01,Viedma,Residentes,2374,""
2019-03-01,Viedma,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2019-03-01,Villa General Belgrano,Total,14626,""
2019-03-01,Villa General Belgrano,Residentes,14512,""
2019-03-01,Villa General Belgrano,No residentes,114,""
2019-03-01,Villa Gesell,Total,34568,""
2019-03-01,Villa Gesell,Residentes,34498,""
2019-03-01,Villa Gesell,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2019-04-01,Bahía Blanca,Total,9875,""
2019-04-01,Bahía Blanca,Residentes,9130,""
2019-04-01,Bahía Blanca,No residentes,745,""
2019-04-01,Bariloche,Total,42352,""
2019-04-01,Bariloche,Residentes,31231,""
2019-04-01,Bariloche,No residentes,11121,""
2019-04-01,CABA,Total,381764,""
2019-04-01,CABA,Residentes,192937,""
2019-04-01,CABA,No residentes,188827,""
2019-04-01,Cafayate,Total,9884,""
2019-04-01,Cafayate,Residentes,7712,""
2019-04-01,Cafayate,No residentes,2172,""
2019-04-01,Calafate,Total,31321,""
2019-04-01,Calafate,Residentes,12212,""
2019-04-01,Calafate,No residentes,19109,""
2019-04-01,Carlos Paz,Total,46030,""
2019-04-01,Carlos Paz,Residentes,44465,""
2019-04-01,Carlos Paz,No residentes,1565,""
2019-04-01,Catamarca,Total,7125,""
2019-04-01,Catamarca,Residentes,7017,""
2019-04-01,Catamarca,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2019-04-01,Corrientes,Total,10493,""
2019-04-01,Corrientes,Residentes,8878,""
2019-04-01,Corrientes,No residentes,1615,""
2019-04-01,Córdoba,Total,35478,""
2019-04-01,Córdoba,Residentes,29895,""
2019-04-01,Córdoba,No residentes,5583,""
2019-04-01,Formosa,Total,8267,""
2019-04-01,Formosa,Residentes,7021,""
2019-04-01,Formosa,No residentes,1246,""
2019-04-01,Gualeguaychú,Total,5800,""
2019-04-01,Gualeguaychú,Residentes,4832,""
2019-04-01,Gualeguaychú,No residentes,968,""
2019-04-01,Jujuy,Total,11297,""
2019-04-01,Jujuy,Residentes,9158,""
2019-04-01,Jujuy,No residentes,2139,""
2019-04-01,La Angostura,Total,6448,""
2019-04-01,La Angostura,Residentes,5156,""
2019-04-01,La Angostura,No residentes,1292,""
2019-04-01,La Falda,Total,7158,""
2019-04-01,La Falda,Residentes,7153,""
2019-04-01,La Falda,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2019-04-01,La Rioja,Total,6139,""
2019-04-01,La Rioja,Residentes,5857,""
2019-04-01,La Rioja,No residentes,282,""
2019-04-01,Las Grutas,Total,2389,""
2019-04-01,Las Grutas,Residentes,2351,""
2019-04-01,Las Grutas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2019-04-01,Malargue-Las Leñas,Total,1829,""
2019-04-01,Malargue-Las Leñas,Residentes,1586,""
2019-04-01,Malargue-Las Leñas,No residentes,243,""
2019-04-01,Mar Chiquita,Total,5809,""
2019-04-01,Mar Chiquita,Residentes,5809,""
2019-04-01,Mar Chiquita,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2019-04-01,Mar del Plata,Total,73159,""
2019-04-01,Mar del Plata,Residentes,72050,""
2019-04-01,Mar del Plata,No residentes,1109,""
2019-04-01,Mendoza,Total,56873,""
2019-04-01,Mendoza,Residentes,32261,""
2019-04-01,Mendoza,No residentes,24612,""
2019-04-01,Merlo,Total,12842,""
2019-04-01,Merlo,Residentes,12789,""
2019-04-01,Merlo,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2019-04-01,Mina Clavero,Total,5614,""
2019-04-01,Mina Clavero,Residentes,5596,""
2019-04-01,Mina Clavero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2019-04-01,Neuquén,Total,20327,""
2019-04-01,Neuquén,Residentes,19039,""
2019-04-01,Neuquén,No residentes,1288,""
2019-04-01,Paraná,Total,7462,""
2019-04-01,Paraná,Residentes,7195,""
2019-04-01,Paraná,No residentes,267,""
2019-04-01,Pinamar,Total,11581,""
2019-04-01,Pinamar,Residentes,11558,""
2019-04-01,Pinamar,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2019-04-01,Posadas,Total,14185,""
2019-04-01,Posadas,Residentes,10997,""
2019-04-01,Posadas,No residentes,3188,""
2019-04-01,Puerto Iguazú,Total,46046,""
2019-04-01,Puerto Iguazú,Residentes,29170,""
2019-04-01,Puerto Iguazú,No residentes,16876,""
2019-04-01,Puerto Madryn,Total,8542,""
2019-04-01,Puerto Madryn,Residentes,7728,""
2019-04-01,Puerto Madryn,No residentes,814,""
2019-04-01,Rafaela,Total,5337,""
2019-04-01,Rafaela,Residentes,5235,""
2019-04-01,Rafaela,No residentes,102,""
2019-04-01,Resistencia,Total,11920,""
2019-04-01,Resistencia,Residentes,11352,""
2019-04-01,Resistencia,No residentes,568,""
2019-04-01,Rio Gallegos,Total,7509,""
2019-04-01,Rio Gallegos,Residentes,7074,""
2019-04-01,Rio Gallegos,No residentes,435,""
2019-04-01,Rosario,Total,42068,""
2019-04-01,Rosario,Residentes,36355,""
2019-04-01,Rosario,No residentes,5713,""
2019-04-01,Río Cuarto,Total,8480,""
2019-04-01,Río Cuarto,Residentes,8248,""
2019-04-01,Río Cuarto,No residentes,232,""
2019-04-01,Salta,Total,56252,""
2019-04-01,Salta,Residentes,45365,""
2019-04-01,Salta,No residentes,10887,""
2019-04-01,San Juan,Total,11464,""
2019-04-01,San Juan,Residentes,10104,""
2019-04-01,San Juan,No residentes,1360,""
2019-04-01,San Luis,Total,9659,""
2019-04-01,San Luis,Residentes,9273,""
2019-04-01,San Luis,No residentes,386,""
2019-04-01,San Martín de los Andes,Total,14319,""
2019-04-01,San Martín de los Andes,Residentes,12135,""
2019-04-01,San Martín de los Andes,No residentes,2184,""
2019-04-01,San Rafael,Total,8843,""
2019-04-01,San Rafael,Residentes,8508,""
2019-04-01,San Rafael,No residentes,335,""
2019-04-01,Santa Fe,Total,12427,""
2019-04-01,Santa Fe,Residentes,11206,""
2019-04-01,Santa Fe,No residentes,1221,""
2019-04-01,Santa Rosa,Total,10663,""
2019-04-01,Santa Rosa,Residentes,10285,""
2019-04-01,Santa Rosa,No residentes,378,""
2019-04-01,Santiago del Estero,Total,11462,""
2019-04-01,Santiago del Estero,Residentes,11176,""
2019-04-01,Santiago del Estero,No residentes,286,""
2019-04-01,Tandil,Total,12166,""
2019-04-01,Tandil,Residentes,11987,""
2019-04-01,Tandil,No residentes,179,""
2019-04-01,Termas,Total,15269,""
2019-04-01,Termas,Residentes,15118,""
2019-04-01,Termas,No residentes,151,""
2019-04-01,Tucumán,Total,24314,""
2019-04-01,Tucumán,Residentes,22866,""
2019-04-01,Tucumán,No residentes,1448,""
2019-04-01,Ushuaia,Total,21722,""
2019-04-01,Ushuaia,Residentes,12190,""
2019-04-01,Ushuaia,No residentes,9532,""
2019-04-01,Valle de Uco,Total,11046,""
2019-04-01,Valle de Uco,Residentes,7500,""
2019-04-01,Valle de Uco,No residentes,3546,""
2019-04-01,Viedma,Total,2143,""
2019-04-01,Viedma,Residentes,2123,""
2019-04-01,Viedma,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2019-04-01,Villa General Belgrano,Total,10868,""
2019-04-01,Villa General Belgrano,Residentes,10419,""
2019-04-01,Villa General Belgrano,No residentes,449,""
2019-04-01,Villa Gesell,Total,9619,""
2019-04-01,Villa Gesell,Residentes,9606,""
2019-04-01,Villa Gesell,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2019-05-01,Bahía Blanca,Total,10019,""
2019-05-01,Bahía Blanca,Residentes,9550,""
2019-05-01,Bahía Blanca,No residentes,469,""
2019-05-01,Bariloche,Total,31786,""
2019-05-01,Bariloche,Residentes,22607,""
2019-05-01,Bariloche,No residentes,9179,""
2019-05-01,CABA,Total,377324,""
2019-05-01,CABA,Residentes,197467,""
2019-05-01,CABA,No residentes,179857,""
2019-05-01,Cafayate,Total,7933,""
2019-05-01,Cafayate,Residentes,6390,""
2019-05-01,Cafayate,No residentes,1543,""
2019-05-01,Calafate,Total,17037,""
2019-05-01,Calafate,Residentes,7200,""
2019-05-01,Calafate,No residentes,9837,""
2019-05-01,Carlos Paz,Total,30412,""
2019-05-01,Carlos Paz,Residentes,29798,""
2019-05-01,Carlos Paz,No residentes,614,""
2019-05-01,Catamarca,Total,8186,""
2019-05-01,Catamarca,Residentes,8122,""
2019-05-01,Catamarca,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2019-05-01,Corrientes,Total,11204,""
2019-05-01,Corrientes,Residentes,9962,""
2019-05-01,Corrientes,No residentes,1242,""
2019-05-01,Córdoba,Total,35138,""
2019-05-01,Córdoba,Residentes,29726,""
2019-05-01,Córdoba,No residentes,5412,""
2019-05-01,Formosa,Total,7745,""
2019-05-01,Formosa,Residentes,6686,""
2019-05-01,Formosa,No residentes,1059,""
2019-05-01,Gualeguaychú,Total,3693,""
2019-05-01,Gualeguaychú,Residentes,3423,""
2019-05-01,Gualeguaychú,No residentes,270,""
2019-05-01,Jujuy,Total,11897,""
2019-05-01,Jujuy,Residentes,10346,""
2019-05-01,Jujuy,No residentes,1551,""
2019-05-01,La Angostura,Total,2905,""
2019-05-01,La Angostura,Residentes,2457,""
2019-05-01,La Angostura,No residentes,448,""
2019-05-01,La Falda,Total,4109,""
2019-05-01,La Falda,Residentes,4106,""
2019-05-01,La Falda,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2019-05-01,La Rioja,Total,6315,""
2019-05-01,La Rioja,Residentes,6152,""
2019-05-01,La Rioja,No residentes,163,""
2019-05-01,Las Grutas,Total,1928,""
2019-05-01,Las Grutas,Residentes,1882,""
2019-05-01,Las Grutas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2019-05-01,Malargue-Las Leñas,Total,1195,""
2019-05-01,Malargue-Las Leñas,Residentes,1108,""
2019-05-01,Malargue-Las Leñas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2019-05-01,Mar Chiquita,Total,4753,""
2019-05-01,Mar Chiquita,Residentes,4753,""
2019-05-01,Mar Chiquita,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2019-05-01,Mar del Plata,Total,37952,""
2019-05-01,Mar del Plata,Residentes,37113,""
2019-05-01,Mar del Plata,No residentes,839,""
2019-05-01,Mendoza,Total,51070,""
2019-05-01,Mendoza,Residentes,30920,""
2019-05-01,Mendoza,No residentes,20150,""
2019-05-01,Merlo,Total,9253,""
2019-05-01,Merlo,Residentes,9217,""
2019-05-01,Merlo,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2019-05-01,Mina Clavero,Total,4120,""
2019-05-01,Mina Clavero,Residentes,4120,""
2019-05-01,Mina Clavero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2019-05-01,Neuquén,Total,20305,""
2019-05-01,Neuquén,Residentes,18713,""
2019-05-01,Neuquén,No residentes,1592,""
2019-05-01,Paraná,Total,8142,""
2019-05-01,Paraná,Residentes,7919,""
2019-05-01,Paraná,No residentes,223,""
2019-05-01,Pinamar,Total,6771,""
2019-05-01,Pinamar,Residentes,6765,""
2019-05-01,Pinamar,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2019-05-01,Posadas,Total,12842,""
2019-05-01,Posadas,Residentes,10076,""
2019-05-01,Posadas,No residentes,2766,""
2019-05-01,Puerto Iguazú,Total,38750,""
2019-05-01,Puerto Iguazú,Residentes,26693,""
2019-05-01,Puerto Iguazú,No residentes,12057,""
2019-05-01,Puerto Madryn,Total,5130,""
2019-05-01,Puerto Madryn,Residentes,4764,""
2019-05-01,Puerto Madryn,No residentes,366,""
2019-05-01,Rafaela,Total,6558,""
2019-05-01,Rafaela,Residentes,6419,""
2019-05-01,Rafaela,No residentes,139,""
2019-05-01,Resistencia,Total,11681,""
2019-05-01,Resistencia,Residentes,11230,""
2019-05-01,Resistencia,No residentes,451,""
2019-05-01,Rio Gallegos,Total,7959,""
2019-05-01,Rio Gallegos,Residentes,7591,""
2019-05-01,Rio Gallegos,No residentes,368,""
2019-05-01,Rosario,Total,45797,""
2019-05-01,Rosario,Residentes,40529,""
2019-05-01,Rosario,No residentes,5268,""
2019-05-01,Río Cuarto,Total,8865,""
2019-05-01,Río Cuarto,Residentes,8724,""
2019-05-01,Río Cuarto,No residentes,141,""
2019-05-01,Salta,Total,58292,""
2019-05-01,Salta,Residentes,49335,""
2019-05-01,Salta,No residentes,8957,""
2019-05-01,San Juan,Total,10881,""
2019-05-01,San Juan,Residentes,9885,""
2019-05-01,San Juan,No residentes,996,""
2019-05-01,San Luis,Total,9217,""
2019-05-01,San Luis,Residentes,8839,""
2019-05-01,San Luis,No residentes,378,""
2019-05-01,San Martín de los Andes,Total,9690,""
2019-05-01,San Martín de los Andes,Residentes,8220,""
2019-05-01,San Martín de los Andes,No residentes,1470,""
2019-05-01,San Rafael,Total,7848,""
2019-05-01,San Rafael,Residentes,7625,""
2019-05-01,San Rafael,No residentes,223,""
2019-05-01,Santa Fe,Total,11857,""
2019-05-01,Santa Fe,Residentes,10743,""
2019-05-01,Santa Fe,No residentes,1114,""
2019-05-01,Santa Rosa,Total,9133,""
2019-05-01,Santa Rosa,Residentes,9034,""
2019-05-01,Santa Rosa,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2019-05-01,Santiago del Estero,Total,11939,""
2019-05-01,Santiago del Estero,Residentes,11739,""
2019-05-01,Santiago del Estero,No residentes,200,""
2019-05-01,Tandil,Total,9004,""
2019-05-01,Tandil,Residentes,8946,""
2019-05-01,Tandil,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2019-05-01,Termas,Total,21722,""
2019-05-01,Termas,Residentes,21525,""
2019-05-01,Termas,No residentes,197,""
2019-05-01,Tucumán,Total,22806,""
2019-05-01,Tucumán,Residentes,21699,""
2019-05-01,Tucumán,No residentes,1107,""
2019-05-01,Ushuaia,Total,11885,""
2019-05-01,Ushuaia,Residentes,8446,""
2019-05-01,Ushuaia,No residentes,3439,""
2019-05-01,Valle de Uco,Total,7964,""
2019-05-01,Valle de Uco,Residentes,5635,""
2019-05-01,Valle de Uco,No residentes,2329,""
2019-05-01,Viedma,Total,2770,""
2019-05-01,Viedma,Residentes,2760,""
2019-05-01,Viedma,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2019-05-01,Villa General Belgrano,Total,6424,""
2019-05-01,Villa General Belgrano,Residentes,6294,""
2019-05-01,Villa General Belgrano,No residentes,130,""
2019-05-01,Villa Gesell,Total,2105,""
2019-05-01,Villa Gesell,Residentes,2093,""
2019-05-01,Villa Gesell,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2019-06-01,Bahía Blanca,Total,9196,""
2019-06-01,Bahía Blanca,Residentes,8773,""
2019-06-01,Bahía Blanca,No residentes,423,""
2019-06-01,Bariloche,Total,44182,""
2019-06-01,Bariloche,Residentes,29839,""
2019-06-01,Bariloche,No residentes,14343,""
2019-06-01,CABA,Total,360258,""
2019-06-01,CABA,Residentes,193126,""
2019-06-01,CABA,No residentes,167132,""
2019-06-01,Cafayate,Total,7119,""
2019-06-01,Cafayate,Residentes,5997,""
2019-06-01,Cafayate,No residentes,1122,""
2019-06-01,Calafate,Total,12110,""
2019-06-01,Calafate,Residentes,7813,""
2019-06-01,Calafate,No residentes,4297,""
2019-06-01,Carlos Paz,Total,31765,""
2019-06-01,Carlos Paz,Residentes,30645,""
2019-06-01,Carlos Paz,No residentes,1120,""
2019-06-01,Catamarca,Total,6284,""
2019-06-01,Catamarca,Residentes,6223,""
2019-06-01,Catamarca,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
