indice_tiempo,localidad,origen_viajeros,viajeros,observaciones
2023-08-01,Puerto Madryn,Residentes,9193,""
2023-08-01,Puerto Madryn,No residentes,459,""
2023-08-01,Rafaela,Total,3168,""
2023-08-01,Rafaela,Residentes,3004,""
2023-08-01,Rafaela,No residentes,164,""
2023-08-01,Resistencia,Total,10475,""
2023-08-01,Resistencia,Residentes,9960,""
2023-08-01,Resistencia,No residentes,515,""
2023-08-01,Rio Gallegos,Total,7258,""
2023-08-01,Rio Gallegos,Residentes,6828,""
2023-08-01,Rio Gallegos,No residentes,430,""
2023-08-01,Rosario,Total,36443,""
2023-08-01,Rosario,Residentes,32069,""
2023-08-01,Rosario,No residentes,4374,""
2023-08-01,Río Cuarto,Total,7751,""
2023-08-01,Río Cuarto,Residentes,7448,""
2023-08-01,Río Cuarto,No residentes,303,""
2023-08-01,Salta,Total,51374,""
2023-08-01,Salta,Residentes,41133,""
2023-08-01,Salta,No residentes,10241,""
2023-08-01,San Juan,Total,9388,""
2023-08-01,San Juan,Residentes,8699,""
2023-08-01,San Juan,No residentes,689,""
2023-08-01,San Luis,Total,7878,""
2023-08-01,San Luis,Residentes,7634,""
2023-08-01,San Luis,No residentes,244,""
2023-08-01,San Martín de los Andes,Total,17854,""
2023-08-01,San Martín de los Andes,Residentes,13241,""
2023-08-01,San Martín de los Andes,No residentes,4613,""
2023-08-01,San Rafael,Total,8386,""
2023-08-01,San Rafael,Residentes,8248,""
2023-08-01,San Rafael,No residentes,138,""
2023-08-01,Santa Fe,Total,14472,""
2023-08-01,Santa Fe,Residentes,13505,""
2023-08-01,Santa Fe,No residentes,967,""
2023-08-01,Santa Rosa,Total,10936,""
2023-08-01,Santa Rosa,Residentes,10397,""
2023-08-01,Santa Rosa,No residentes,539,""
2023-08-01,Santiago del Estero,Total,12256,""
2023-08-01,Santiago del Estero,Residentes,12105,""
2023-08-01,Santiago del Estero,No residentes,151,""
2023-08-01,Tandil,Total,10991,""
2023-08-01,Tandil,Residentes,10971,""
2023-08-01,Tandil,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-08-01,Termas,Total,28385,""
2023-08-01,Termas,Residentes,28008,""
2023-08-01,Termas,No residentes,377,""
2023-08-01,Tucumán,Total,23497,""
2023-08-01,Tucumán,Residentes,22743,""
2023-08-01,Tucumán,No residentes,754,""
2023-08-01,Ushuaia,Total,28777,""
2023-08-01,Ushuaia,Residentes,22850,""
2023-08-01,Ushuaia,No residentes,5927,""
2023-08-01,Valle de Uco,Total,4043,""
2023-08-01,Valle de Uco,Residentes,2285,""
2023-08-01,Valle de Uco,No residentes,1758,""
2023-08-01,Viedma,Total,2150,""
2023-08-01,Viedma,Residentes,2121,""
2023-08-01,Viedma,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-08-01,Villa General Belgrano,Total,11359,""
2023-08-01,Villa General Belgrano,Residentes,11078,""
2023-08-01,Villa General Belgrano,No residentes,281,""
2023-08-01,Villa Gesell,Total,8275,""
2023-08-01,Villa Gesell,Residentes,8275,""
2023-08-01,Villa Gesell,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-09-01,Bahía Blanca,Total,9966,""
2023-09-01,Bahía Blanca,Residentes,9573,""
2023-09-01,Bahía Blanca,No residentes,393,""
2023-09-01,Bariloche,Total,77675,""
2023-09-01,Bariloche,Residentes,56654,""
2023-09-01,Bariloche,No residentes,21021,""
2023-09-01,CABA,Total,381139,""
2023-09-01,CABA,Residentes,202991,""
2023-09-01,CABA,No residentes,178148,""
2023-09-01,Cafayate,Total,12239,""
2023-09-01,Cafayate,Residentes,10604,""
2023-09-01,Cafayate,No residentes,1635,""
2023-09-01,Calafate,Total,33848,""
2023-09-01,Calafate,Residentes,24641,""
2023-09-01,Calafate,No residentes,9207,""
2023-09-01,Carlos Paz,Total,33883,""
2023-09-01,Carlos Paz,Residentes,33715,""
2023-09-01,Carlos Paz,No residentes,168,""
2023-09-01,Catamarca,Total,6874,""
2023-09-01,Catamarca,Residentes,6697,""
2023-09-01,Catamarca,No residentes,177,""
2023-09-01,Corrientes,Total,8776,""
2023-09-01,Corrientes,Residentes,7158,""
2023-09-01,Corrientes,No residentes,1618,""
2023-09-01,Córdoba,Total,33669,""
2023-09-01,Córdoba,Residentes,28850,""
2023-09-01,Córdoba,No residentes,4819,""
2023-09-01,Formosa,Total,6161,""
2023-09-01,Formosa,Residentes,4469,""
2023-09-01,Formosa,No residentes,1692,""
2023-09-01,Gualeguaychú,Total,9452,""
2023-09-01,Gualeguaychú,Residentes,4835,""
2023-09-01,Gualeguaychú,No residentes,4617,""
2023-09-01,Jujuy,Total,12021,""
2023-09-01,Jujuy,Residentes,10405,""
2023-09-01,Jujuy,No residentes,1616,""
2023-09-01,La Angostura,Total,4085,""
2023-09-01,La Angostura,Residentes,2701,""
2023-09-01,La Angostura,No residentes,1384,""
2023-09-01,La Falda,Total,5499,""
2023-09-01,La Falda,Residentes,5475,""
2023-09-01,La Falda,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-09-01,La Rioja,Total,6889,""
2023-09-01,La Rioja,Residentes,6754,""
2023-09-01,La Rioja,No residentes,135,""
2023-09-01,Las Grutas,Total,1851,""
2023-09-01,Las Grutas,Residentes,1773,""
2023-09-01,Las Grutas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-09-01,Malargue-Las Leñas,Total,10078,""
2023-09-01,Malargue-Las Leñas,Residentes,9647,""
2023-09-01,Malargue-Las Leñas,No residentes,431,""
2023-09-01,Mar Chiquita,Total,5123,""
2023-09-01,Mar Chiquita,Residentes,5123,""
2023-09-01,Mar Chiquita,No residentes,0,""
2023-09-01,Mar del Plata,Total,115191,""
2023-09-01,Mar del Plata,Residentes,113488,""
2023-09-01,Mar del Plata,No residentes,1703,""
2023-09-01,Mendoza,Total,52689,""
2023-09-01,Mendoza,Residentes,36215,""
2023-09-01,Mendoza,No residentes,16474,""
2023-09-01,Merlo,Total,11982,""
2023-09-01,Merlo,Residentes,11970,""
2023-09-01,Merlo,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-09-01,Mina Clavero,Total,2723,""
2023-09-01,Mina Clavero,Residentes,2641,""
2023-09-01,Mina Clavero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-09-01,Neuquén,Total,19480,""
2023-09-01,Neuquén,Residentes,17296,""
2023-09-01,Neuquén,No residentes,2184,""
2023-09-01,Paraná,Total,9283,""
2023-09-01,Paraná,Residentes,8884,""
2023-09-01,Paraná,No residentes,399,""
2023-09-01,Pinamar,Total,19551,""
2023-09-01,Pinamar,Residentes,19533,""
2023-09-01,Pinamar,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-09-01,Posadas,Total,17098,""
2023-09-01,Posadas,Residentes,14409,""
2023-09-01,Posadas,No residentes,2689,""
2023-09-01,Puerto Iguazú,Total,53953,""
2023-09-01,Puerto Iguazú,Residentes,44224,""
2023-09-01,Puerto Iguazú,No residentes,9729,""
2023-09-01,Puerto Madryn,Total,16761,""
2023-09-01,Puerto Madryn,Residentes,16194,""
2023-09-01,Puerto Madryn,No residentes,567,""
2023-09-01,Rafaela,Total,3024,""
2023-09-01,Rafaela,Residentes,2953,""
2023-09-01,Rafaela,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-09-01,Resistencia,Total,11618,""
2023-09-01,Resistencia,Residentes,10712,""
2023-09-01,Resistencia,No residentes,906,""
2023-09-01,Rio Gallegos,Total,10959,""
2023-09-01,Rio Gallegos,Residentes,10110,""
2023-09-01,Rio Gallegos,No residentes,849,""
2023-09-01,Rosario,Total,39445,""
2023-09-01,Rosario,Residentes,34967,""
2023-09-01,Rosario,No residentes,4478,""
2023-09-01,Río Cuarto,Total,7754,""
2023-09-01,Río Cuarto,Residentes,7430,""
2023-09-01,Río Cuarto,No residentes,324,""
2023-09-01,Salta,Total,55567,""
2023-09-01,Salta,Residentes,44487,""
2023-09-01,Salta,No residentes,11080,""
2023-09-01,San Juan,Total,9458,""
2023-09-01,San Juan,Residentes,8925,""
2023-09-01,San Juan,No residentes,533,""
2023-09-01,San Luis,Total,9509,""
2023-09-01,San Luis,Residentes,8972,""
2023-09-01,San Luis,No residentes,537,""
2023-09-01,San Martín de los Andes,Total,14680,""
2023-09-01,San Martín de los Andes,Residentes,12015,""
2023-09-01,San Martín de los Andes,No residentes,2665,""
2023-09-01,San Rafael,Total,9811,""
2023-09-01,San Rafael,Residentes,9533,""
2023-09-01,San Rafael,No residentes,278,""
2023-09-01,Santa Fe,Total,15675,""
2023-09-01,Santa Fe,Residentes,13989,""
2023-09-01,Santa Fe,No residentes,1686,""
2023-09-01,Santa Rosa,Total,9649,""
2023-09-01,Santa Rosa,Residentes,9114,""
2023-09-01,Santa Rosa,No residentes,535,""
2023-09-01,Santiago del Estero,Total,14092,""
2023-09-01,Santiago del Estero,Residentes,13949,""
2023-09-01,Santiago del Estero,No residentes,143,""
2023-09-01,Tandil,Total,13412,""
2023-09-01,Tandil,Residentes,13408,""
2023-09-01,Tandil,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-09-01,Termas,Total,21303,""
2023-09-01,Termas,Residentes,20995,""
2023-09-01,Termas,No residentes,308,""
2023-09-01,Tucumán,Total,22068,""
2023-09-01,Tucumán,Residentes,19357,""
2023-09-01,Tucumán,No residentes,2711,""
2023-09-01,Ushuaia,Total,31164,""
2023-09-01,Ushuaia,Residentes,23523,""
2023-09-01,Ushuaia,No residentes,7641,""
2023-09-01,Valle de Uco,Total,5149,""
2023-09-01,Valle de Uco,Residentes,2584,""
2023-09-01,Valle de Uco,No residentes,2565,""
2023-09-01,Viedma,Total,2488,""
2023-09-01,Viedma,Residentes,2473,""
2023-09-01,Viedma,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-09-01,Villa General Belgrano,Total,13792,""
2023-09-01,Villa General Belgrano,Residentes,13518,""
2023-09-01,Villa General Belgrano,No residentes,274,""
2023-09-01,Villa Gesell,Total,8473,""
2023-09-01,Villa Gesell,Residentes,8473,""
2023-09-01,Villa Gesell,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-10-01,Bahía Blanca,Total,11704,""
2023-10-01,Bahía Blanca,Residentes,11430,""
2023-10-01,Bahía Blanca,No residentes,274,""
2023-10-01,Bariloche,Total,69730,""
2023-10-01,Bariloche,Residentes,54210,""
2023-10-01,Bariloche,No residentes,15520,""
2023-10-01,CABA,Total,382966,""
2023-10-01,CABA,Residentes,201402,""
2023-10-01,CABA,No residentes,181564,""
2023-10-01,Cafayate,Total,11124,""
2023-10-01,Cafayate,Residentes,9458,""
2023-10-01,Cafayate,No residentes,1666,""
2023-10-01,Calafate,Total,48752,""
2023-10-01,Calafate,Residentes,31493,""
2023-10-01,Calafate,No residentes,17259,""
2023-10-01,Carlos Paz,Total,48303,""
2023-10-01,Carlos Paz,Residentes,48108,""
2023-10-01,Carlos Paz,No residentes,195,""
2023-10-01,Catamarca,Total,7177,""
2023-10-01,Catamarca,Residentes,6893,""
2023-10-01,Catamarca,No residentes,284,""
2023-10-01,Corrientes,Total,10008,""
2023-10-01,Corrientes,Residentes,7970,""
2023-10-01,Corrientes,No residentes,2038,""
2023-10-01,Córdoba,Total,35320,""
2023-10-01,Córdoba,Residentes,31249,""
2023-10-01,Córdoba,No residentes,4071,""
2023-10-01,Formosa,Total,6069,""
2023-10-01,Formosa,Residentes,4450,""
2023-10-01,Formosa,No residentes,1619,""
2023-10-01,Gualeguaychú,Total,8940,""
2023-10-01,Gualeguaychú,Residentes,4796,""
2023-10-01,Gualeguaychú,No residentes,4144,""
2023-10-01,Jujuy,Total,11699,""
2023-10-01,Jujuy,Residentes,9878,""
2023-10-01,Jujuy,No residentes,1821,""
2023-10-01,La Angostura,Total,5350,""
2023-10-01,La Angostura,Residentes,3873,""
2023-10-01,La Angostura,No residentes,1477,""
2023-10-01,La Falda,Total,7487,""
2023-10-01,La Falda,Residentes,7459,""
2023-10-01,La Falda,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-10-01,La Rioja,Total,6074,""
2023-10-01,La Rioja,Residentes,5883,""
2023-10-01,La Rioja,No residentes,191,""
2023-10-01,Las Grutas,Total,2436,""
2023-10-01,Las Grutas,Residentes,2365,""
2023-10-01,Las Grutas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-10-01,Malargue-Las Leñas,Total,3850,""
2023-10-01,Malargue-Las Leñas,Residentes,3698,""
2023-10-01,Malargue-Las Leñas,No residentes,152,""
2023-10-01,Mar Chiquita,Total,4866,""
2023-10-01,Mar Chiquita,Residentes,4866,""
2023-10-01,Mar Chiquita,No residentes,0,""
2023-10-01,Mar del Plata,Total,96463,""
2023-10-01,Mar del Plata,Residentes,95828,""
2023-10-01,Mar del Plata,No residentes,635,""
2023-10-01,Mendoza,Total,57404,""
2023-10-01,Mendoza,Residentes,33576,""
2023-10-01,Mendoza,No residentes,23828,""
2023-10-01,Merlo,Total,15698,""
2023-10-01,Merlo,Residentes,15682,""
2023-10-01,Merlo,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-10-01,Mina Clavero,Total,2712,""
2023-10-01,Mina Clavero,Residentes,2636,""
2023-10-01,Mina Clavero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-10-01,Neuquén,Total,20490,""
2023-10-01,Neuquén,Residentes,18886,""
2023-10-01,Neuquén,No residentes,1604,""
2023-10-01,Paraná,Total,9329,""
2023-10-01,Paraná,Residentes,9016,""
2023-10-01,Paraná,No residentes,313,""
2023-10-01,Pinamar,Total,18445,""
2023-10-01,Pinamar,Residentes,18415,""
2023-10-01,Pinamar,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-10-01,Posadas,Total,16207,""
2023-10-01,Posadas,Residentes,14118,""
2023-10-01,Posadas,No residentes,2089,""
2023-10-01,Puerto Iguazú,Total,60330,""
2023-10-01,Puerto Iguazú,Residentes,49024,""
2023-10-01,Puerto Iguazú,No residentes,11306,""
2023-10-01,Puerto Madryn,Total,17411,""
2023-10-01,Puerto Madryn,Residentes,15904,""
2023-10-01,Puerto Madryn,No residentes,1507,""
2023-10-01,Rafaela,Total,3508,""
2023-10-01,Rafaela,Residentes,3347,""
2023-10-01,Rafaela,No residentes,161,""
2023-10-01,Resistencia,Total,9614,""
2023-10-01,Resistencia,Residentes,8918,""
2023-10-01,Resistencia,No residentes,696,""
2023-10-01,Rio Gallegos,Total,11029,""
2023-10-01,Rio Gallegos,Residentes,9660,""
2023-10-01,Rio Gallegos,No residentes,1369,""
2023-10-01,Rosario,Total,35127,""
2023-10-01,Rosario,Residentes,31877,""
2023-10-01,Rosario,No residentes,3250,""
2023-10-01,Río Cuarto,Total,8550,""
2023-10-01,Río Cuarto,Residentes,8053,""
2023-10-01,Río Cuarto,No residentes,497,""
2023-10-01,Salta,Total,55154,""
2023-10-01,Salta,Residentes,44399,""
2023-10-01,Salta,No residentes,10755,""
2023-10-01,San Juan,Total,9208,""
2023-10-01,San Juan,Residentes,8308,""
2023-10-01,San Juan,No residentes,900,""
2023-10-01,San Luis,Total,9375,""
2023-10-01,San Luis,Residentes,8987,""
2023-10-01,San Luis,No residentes,388,""
2023-10-01,San Martín de los Andes,Total,14856,""
2023-10-01,San Martín de los Andes,Residentes,10078,""
2023-10-01,San Martín de los Andes,No residentes,4778,""
2023-10-01,San Rafael,Total,10295,""
2023-10-01,San Rafael,Residentes,9943,""
2023-10-01,San Rafael,No residentes,352,""
2023-10-01,Santa Fe,Total,14722,""
2023-10-01,Santa Fe,Residentes,13534,""
2023-10-01,Santa Fe,No residentes,1188,""
2023-10-01,Santa Rosa,Total,7046,""
2023-10-01,Santa Rosa,Residentes,6869,""
2023-10-01,Santa Rosa,No residentes,177,""
2023-10-01,Santiago del Estero,Total,11685,""
2023-10-01,Santiago del Estero,Residentes,11584,""
2023-10-01,Santiago del Estero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-10-01,Tandil,Total,11549,""
2023-10-01,Tandil,Residentes,11518,""
2023-10-01,Tandil,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-10-01,Termas,Total,17655,""
2023-10-01,Termas,Residentes,17455,""
2023-10-01,Termas,No residentes,200,""
2023-10-01,Tucumán,Total,23078,""
2023-10-01,Tucumán,Residentes,20671,""
2023-10-01,Tucumán,No residentes,2407,""
2023-10-01,Ushuaia,Total,29466,""
2023-10-01,Ushuaia,Residentes,18628,""
2023-10-01,Ushuaia,No residentes,10838,""
2023-10-01,Valle de Uco,Total,4285,""
2023-10-01,Valle de Uco,Residentes,2281,""
2023-10-01,Valle de Uco,No residentes,2004,""
2023-10-01,Viedma,Total,2581,""
2023-10-01,Viedma,Residentes,2561,""
2023-10-01,Viedma,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-10-01,Villa General Belgrano,Total,15243,""
2023-10-01,Villa General Belgrano,Residentes,14724,""
2023-10-01,Villa General Belgrano,No residentes,519,""
2023-10-01,Villa Gesell,Total,11584,""
2023-10-01,Villa Gesell,Residentes,11584,""
2023-10-01,Villa Gesell,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-11-01,Bahía Blanca,Total,10608,""
2023-11-01,Bahía Blanca,Residentes,10264,""
2023-11-01,Bahía Blanca,No residentes,344,""
2023-11-01,Bariloche,Total,63097,""
2023-11-01,Bariloche,Residentes,41797,""
2023-11-01,Bariloche,No residentes,21300,""
2023-11-01,CABA,Total,431204,""
2023-11-01,CABA,Residentes,219841,""
2023-11-01,CABA,No residentes,211363,""
2023-11-01,Cafayate,Total,9884,""
2023-11-01,Cafayate,Residentes,7911,""
2023-11-01,Cafayate,No residentes,1973,""
2023-11-01,Calafate,Total,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-11-01,Calafate,Residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-11-01,Calafate,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-11-01,Carlos Paz,Total,55563,""
2023-11-01,Carlos Paz,Residentes,55547,""
2023-11-01,Carlos Paz,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-11-01,Catamarca,Total,5603,""
2023-11-01,Catamarca,Residentes,5442,""
2023-11-01,Catamarca,No residentes,161,""
2023-11-01,Corrientes,Total,7903,""
2023-11-01,Corrientes,Residentes,6261,""
2023-11-01,Corrientes,No residentes,1642,""
2023-11-01,Córdoba,Total,34137,""
2023-11-01,Córdoba,Residentes,29595,""
2023-11-01,Córdoba,No residentes,4542,""
2023-11-01,Formosa,Total,5169,""
2023-11-01,Formosa,Residentes,3713,""
2023-11-01,Formosa,No residentes,1456,""
2023-11-01,Gualeguaychú,Total,10165,""
2023-11-01,Gualeguaychú,Residentes,5484,""
2023-11-01,Gualeguaychú,No residentes,4681,""
2023-11-01,Jujuy,Total,10778,""
2023-11-01,Jujuy,Residentes,9357,""
2023-11-01,Jujuy,No residentes,1421,""
2023-11-01,La Angostura,Total,5879,""
2023-11-01,La Angostura,Residentes,4525,""
2023-11-01,La Angostura,No residentes,1354,""
2023-11-01,La Falda,Total,6253,""
2023-11-01,La Falda,Residentes,6153,""
2023-11-01,La Falda,No residentes,100,""
2023-11-01,La Rioja,Total,4436,""
2023-11-01,La Rioja,Residentes,4335,""
2023-11-01,La Rioja,No residentes,101,""
2023-11-01,Las Grutas,Total,3216,""
2023-11-01,Las Grutas,Residentes,3079,""
2023-11-01,Las Grutas,No residentes,137,""
2023-11-01,Malargue-Las Leñas,Total,2588,""
2023-11-01,Malargue-Las Leñas,Residentes,2498,""
2023-11-01,Malargue-Las Leñas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-11-01,Mar Chiquita,Total,6327,""
2023-11-01,Mar Chiquita,Residentes,6327,""
2023-11-01,Mar Chiquita,No residentes,0,""
2023-11-01,Mar del Plata,Total,106964,""
2023-11-01,Mar del Plata,Residentes,105377,""
2023-11-01,Mar del Plata,No residentes,1587,""
2023-11-01,Mendoza,Total,50835,""
2023-11-01,Mendoza,Residentes,30123,""
2023-11-01,Mendoza,No residentes,20712,""
2023-11-01,Merlo,Total,12276,""
2023-11-01,Merlo,Residentes,12250,""
2023-11-01,Merlo,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-11-01,Mina Clavero,Total,1982,""
2023-11-01,Mina Clavero,Residentes,1906,""
2023-11-01,Mina Clavero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-11-01,Neuquén,Total,22172,""
2023-11-01,Neuquén,Residentes,20104,""
2023-11-01,Neuquén,No residentes,2068,""
2023-11-01,Paraná,Total,8236,""
2023-11-01,Paraná,Residentes,7951,""
2023-11-01,Paraná,No residentes,285,""
2023-11-01,Pinamar,Total,21627,""
2023-11-01,Pinamar,Residentes,21585,""
2023-11-01,Pinamar,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-11-01,Posadas,Total,13803,""
2023-11-01,Posadas,Residentes,11837,""
2023-11-01,Posadas,No residentes,1966,""
2023-11-01,Puerto Iguazú,Total,51654,""
2023-11-01,Puerto Iguazú,Residentes,36042,""
2023-11-01,Puerto Iguazú,No residentes,15612,""
2023-11-01,Puerto Madryn,Total,12220,""
2023-11-01,Puerto Madryn,Residentes,9513,""
2023-11-01,Puerto Madryn,No residentes,2707,""
2023-11-01,Rafaela,Total,2669,""
2023-11-01,Rafaela,Residentes,2616,""
2023-11-01,Rafaela,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-11-01,Resistencia,Total,10747,""
2023-11-01,Resistencia,Residentes,9985,""
2023-11-01,Resistencia,No residentes,762,""
2023-11-01,Rio Gallegos,Total,11514,""
2023-11-01,Rio Gallegos,Residentes,10106,""
2023-11-01,Rio Gallegos,No residentes,1408,""
2023-11-01,Rosario,Total,37372,""
2023-11-01,Rosario,Residentes,32394,""
2023-11-01,Rosario,No residentes,4978,""
2023-11-01,Río Cuarto,Total,9003,""
2023-11-01,Río Cuarto,Residentes,8471,""
2023-11-01,Río Cuarto,No residentes,532,""
2023-11-01,Salta,Total,48471,""
2023-11-01,Salta,Residentes,35545,""
2023-11-01,Salta,No residentes,12926,""
2023-11-01,San Juan,Total,9299,""
2023-11-01,San Juan,Residentes,8298,""
2023-11-01,San Juan,No residentes,1001,""
2023-11-01,San Luis,Total,8114,""
2023-11-01,San Luis,Residentes,7578,""
2023-11-01,San Luis,No residentes,536,""
2023-11-01,San Martín de los Andes,Total,14189,""
2023-11-01,San Martín de los Andes,Residentes,9856,""
2023-11-01,San Martín de los Andes,No residentes,4333,""
2023-11-01,San Rafael,Total,9896,""
2023-11-01,San Rafael,Residentes,9450,""
2023-11-01,San Rafael,No residentes,446,""
2023-11-01,Santa Fe,Total,13123,""
2023-11-01,Santa Fe,Residentes,11923,""
2023-11-01,Santa Fe,No residentes,1200,""
2023-11-01,Santa Rosa,Total,11195,""
2023-11-01,Santa Rosa,Residentes,10569,""
2023-11-01,Santa Rosa,No residentes,626,""
2023-11-01,Santiago del Estero,Total,10991,""
2023-11-01,Santiago del Estero,Residentes,10962,""
2023-11-01,Santiago del Estero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-11-01,Tandil,Total,11833,""
2023-11-01,Tandil,Residentes,11798,""
2023-11-01,Tandil,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-11-01,Termas,Total,8874,""
2023-11-01,Termas,Residentes,8826,""
2023-11-01,Termas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-11-01,Tucumán,Total,18136,""
2023-11-01,Tucumán,Residentes,17521,""
2023-11-01,Tucumán,No residentes,615,""
2023-11-01,Ushuaia,Total,34199,""
2023-11-01,Ushuaia,Residentes,14582,""
2023-11-01,Ushuaia,No residentes,19617,""
2023-11-01,Valle de Uco,Total,5389,""
2023-11-01,Valle de Uco,Residentes,2799,""
2023-11-01,Valle de Uco,No residentes,2590,""
2023-11-01,Viedma,Total,2579,""
2023-11-01,Viedma,Residentes,2397,""
2023-11-01,Viedma,No residentes,182,""
2023-11-01,Villa General Belgrano,Total,11100,""
2023-11-01,Villa General Belgrano,Residentes,10943,""
2023-11-01,Villa General Belgrano,No residentes,157,""
2023-11-01,Villa Gesell,Total,10811,""
2023-11-01,Villa Gesell,Residentes,10805,""
2023-11-01,Villa Gesell,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-12-01,Bahía Blanca,Total,8572,""
2023-12-01,Bahía Blanca,Residentes,8263,""
2023-12-01,Bahía Blanca,No residentes,309,""
2023-12-01,Bariloche,Total,74687,""
2023-12-01,Bariloche,Residentes,41905,""
2023-12-01,Bariloche,No residentes,32782,""
2023-12-01,CABA,Total,361371,""
2023-12-01,CABA,Residentes,165466,""
2023-12-01,CABA,No residentes,195905,""
2023-12-01,Cafayate,Total,7060,""
2023-12-01,Cafayate,Residentes,5632,""
2023-12-01,Cafayate,No residentes,1428,""
2023-12-01,Calafate,Total,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-12-01,Calafate,Residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-12-01,Calafate,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-12-01,Carlos Paz,Total,44253,""
2023-12-01,Carlos Paz,Residentes,44143,""
2023-12-01,Carlos Paz,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-12-01,Catamarca,Total,5058,""
2023-12-01,Catamarca,Residentes,4927,""
2023-12-01,Catamarca,No residentes,131,""
2023-12-01,Corrientes,Total,10007,""
2023-12-01,Corrientes,Residentes,7423,""
2023-12-01,Corrientes,No residentes,2584,""
2023-12-01,Córdoba,Total,31428,""
2023-12-01,Córdoba,Residentes,27856,""
2023-12-01,Córdoba,No residentes,3572,""
2023-12-01,Formosa,Total,5430,""
2023-12-01,Formosa,Residentes,3941,""
2023-12-01,Formosa,No residentes,1489,""
2023-12-01,Gualeguaychú,Total,9696,""
2023-12-01,Gualeguaychú,Residentes,5364,""
2023-12-01,Gualeguaychú,No residentes,4332,""
2023-12-01,Jujuy,Total,8060,""
2023-12-01,Jujuy,Residentes,6889,""
2023-12-01,Jujuy,No residentes,1171,""
2023-12-01,La Angostura,Total,6479,""
2023-12-01,La Angostura,Residentes,4848,""
2023-12-01,La Angostura,No residentes,1631,""
2023-12-01,La Falda,Total,7467,""
2023-12-01,La Falda,Residentes,7385,""
2023-12-01,La Falda,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2023-12-01,La Rioja,Total,3026,""
2023-12-01,La Rioja,Residentes,2874,""
2023-12-01,La Rioja,No residentes,152,""
2023-12-01,Las Grutas,Total,6091,""
2023-12-01,Las Grutas,Residentes,5904,""
2023-12-01,Las Grutas,No residentes,187,""
2023-12-01,Malargue-Las Leñas,Total,2427,""
2023-12-01,Malargue-Las Leñas,Residentes,2211,""
2023-12-01,Malargue-Las Leñas,No residentes,216,""
2023-12-01,Mar Chiquita,Total,5057,""
2023-12-01,Mar Chiquita,Residentes,5057,""
2023-12-01,Mar Chiquita,No residentes,0,""
2023-12-01,Mar del Plata,Total,112952,""
2023-12-01,Mar del Plata,Residentes,111668,""
2023-12-01,Mar del Plata,No residentes,1284,""
2023-12-01,Mendoza,Total,38379,""
2023-12-01,Mendoza,Residentes,24062,""
2023-12-01,Mendoza,No residentes,14317,""
2023-12-01,Merlo,Total,11317,""
2023-12-01,Merlo,Residentes,11301,""
