indice_tiempo,region_de_destino,origen_pernoctes,pernoctes,observaciones
2017-12-01,Litoral,No residentes,66223,""
2017-12-01,Norte,Residentes,228209,""
2017-12-01,Norte,No residentes,44669,""
2017-12-01,Patagonia,Residentes,514782,""
2017-12-01,Patagonia,No residentes,240739,""
2018-01-01,Buenos Aires,Residentes,1662225,""
2018-01-01,Buenos Aires,No residentes,10984,""
2018-01-01,CABA,Residentes,393857,""
2018-01-01,CABA,No residentes,449393,""
2018-01-01,Cuyo,Residentes,349418,""
2018-01-01,Cuyo,No residentes,61342,""
2018-01-01,Córdoba,Residentes,1001667,""
2018-01-01,Córdoba,No residentes,21652,""
2018-01-01,Litoral,Residentes,502172,""
2018-01-01,Litoral,No residentes,81522,""
2018-01-01,Norte,Residentes,333824,""
2018-01-01,Norte,No residentes,40115,""
2018-01-01,Patagonia,Residentes,896084,""
2018-01-01,Patagonia,No residentes,304706,""
2018-02-01,Buenos Aires,Residentes,1433835,""
2018-02-01,Buenos Aires,No residentes,6497,""
2018-02-01,CABA,Residentes,409287,""
2018-02-01,CABA,No residentes,405241,""
2018-02-01,Cuyo,Residentes,329259,""
2018-02-01,Cuyo,No residentes,62334,""
2018-02-01,Córdoba,Residentes,852139,""
2018-02-01,Córdoba,No residentes,20580,""
2018-02-01,Litoral,Residentes,500285,""
2018-02-01,Litoral,No residentes,74445,""
2018-02-01,Norte,Residentes,318580,""
2018-02-01,Norte,No residentes,37046,""
2018-02-01,Patagonia,Residentes,731451,""
2018-02-01,Patagonia,No residentes,264719,""
2018-03-01,Buenos Aires,Residentes,766938,""
2018-03-01,Buenos Aires,No residentes,4994,""
2018-03-01,CABA,Residentes,522813,""
2018-03-01,CABA,No residentes,490337,""
2018-03-01,Cuyo,Residentes,293916,""
2018-03-01,Cuyo,No residentes,65192,""
2018-03-01,Córdoba,Residentes,588404,""
2018-03-01,Córdoba,No residentes,19618,""
2018-03-01,Litoral,Residentes,440069,""
2018-03-01,Litoral,No residentes,64423,""
2018-03-01,Norte,Residentes,299391,""
2018-03-01,Norte,No residentes,39359,""
2018-03-01,Patagonia,Residentes,574548,""
2018-03-01,Patagonia,No residentes,198735,""
2018-04-01,Buenos Aires,Residentes,352492,""
2018-04-01,Buenos Aires,No residentes,4054,""
2018-04-01,CABA,Residentes,497895,""
2018-04-01,CABA,No residentes,438897,""
2018-04-01,Cuyo,Residentes,240879,""
2018-04-01,Cuyo,No residentes,64744,""
2018-04-01,Córdoba,Residentes,407287,""
2018-04-01,Córdoba,No residentes,20549,""
2018-04-01,Litoral,Residentes,415121,""
2018-04-01,Litoral,No residentes,57938,""
2018-04-01,Norte,Residentes,328355,""
2018-04-01,Norte,No residentes,45221,""
2018-04-01,Patagonia,Residentes,430760,""
2018-04-01,Patagonia,No residentes,107001,""
2018-05-01,Buenos Aires,Residentes,223584,""
2018-05-01,Buenos Aires,No residentes,3428,""
2018-05-01,CABA,Residentes,490247,""
2018-05-01,CABA,No residentes,388184,""
2018-05-01,Cuyo,Residentes,210556,""
2018-05-01,Cuyo,No residentes,53001,""
2018-05-01,Córdoba,Residentes,306543,""
2018-05-01,Córdoba,No residentes,17371,""
2018-05-01,Litoral,Residentes,401591,""
2018-05-01,Litoral,No residentes,45259,""
2018-05-01,Norte,Residentes,319963,""
2018-05-01,Norte,No residentes,29767,""
2018-05-01,Patagonia,Residentes,321362,""
2018-05-01,Patagonia,No residentes,57935,""
2018-06-01,Buenos Aires,Residentes,198683,""
2018-06-01,Buenos Aires,No residentes,3507,""
2018-06-01,CABA,Residentes,428599,""
2018-06-01,CABA,No residentes,347424,""
2018-06-01,Cuyo,Residentes,180821,""
2018-06-01,Cuyo,No residentes,44106,""
2018-06-01,Córdoba,Residentes,262339,""
2018-06-01,Córdoba,No residentes,16882,""
2018-06-01,Litoral,Residentes,374133,""
2018-06-01,Litoral,No residentes,43918,""
2018-06-01,Norte,Residentes,309032,""
2018-06-01,Norte,No residentes,21904,""
2018-06-01,Patagonia,Residentes,326885,""
2018-06-01,Patagonia,No residentes,65916,""
2018-07-01,Buenos Aires,Residentes,355213,""
2018-07-01,Buenos Aires,No residentes,8772,""
2018-07-01,CABA,Residentes,568506,""
2018-07-01,CABA,No residentes,443942,""
2018-07-01,Cuyo,Residentes,391700,""
2018-07-01,Cuyo,No residentes,61142,""
2018-07-01,Córdoba,Residentes,588361,""
2018-07-01,Córdoba,No residentes,19894,""
2018-07-01,Litoral,Residentes,552735,""
2018-07-01,Litoral,No residentes,61829,""
2018-07-01,Norte,Residentes,593704,""
2018-07-01,Norte,No residentes,31222,""
2018-07-01,Patagonia,Residentes,693199,""
2018-07-01,Patagonia,No residentes,171202,""
2018-08-01,Buenos Aires,Residentes,278558,""
2018-08-01,Buenos Aires,No residentes,5688,""
2018-08-01,CABA,Residentes,490417,""
2018-08-01,CABA,No residentes,413011,""
2018-08-01,Cuyo,Residentes,280430,""
2018-08-01,Cuyo,No residentes,51006,""
2018-08-01,Córdoba,Residentes,361381,""
2018-08-01,Córdoba,No residentes,17177,""
2018-08-01,Litoral,Residentes,477431,""
2018-08-01,Litoral,No residentes,61308,""
2018-08-01,Norte,Residentes,413967,""
2018-08-01,Norte,No residentes,33883,""
2018-08-01,Patagonia,Residentes,657246,""
2018-08-01,Patagonia,No residentes,139501,""
2018-09-01,Buenos Aires,Residentes,315118,""
2018-09-01,Buenos Aires,No residentes,4697,""
2018-09-01,CABA,Residentes,472296,""
2018-09-01,CABA,No residentes,462121,""
2018-09-01,Cuyo,Residentes,266043,""
2018-09-01,Cuyo,No residentes,68858,""
2018-09-01,Córdoba,Residentes,357934,""
2018-09-01,Córdoba,No residentes,20618,""
2018-09-01,Litoral,Residentes,448377,""
2018-09-01,Litoral,No residentes,66196,""
2018-09-01,Norte,Residentes,393447,""
2018-09-01,Norte,No residentes,35378,""
2018-09-01,Patagonia,Residentes,689323,""
2018-09-01,Patagonia,No residentes,148539,""
2018-10-01,Buenos Aires,Residentes,429526,""
2018-10-01,Buenos Aires,No residentes,5010,""
2018-10-01,CABA,Residentes,479373,""
2018-10-01,CABA,No residentes,520668,""
2018-10-01,Cuyo,Residentes,277764,""
2018-10-01,Cuyo,No residentes,76661,""
2018-10-01,Córdoba,Residentes,457025,""
2018-10-01,Córdoba,No residentes,19444,""
2018-10-01,Litoral,Residentes,460858,""
2018-10-01,Litoral,No residentes,70999,""
2018-10-01,Norte,Residentes,364844,""
2018-10-01,Norte,No residentes,40861,""
2018-10-01,Patagonia,Residentes,603611,""
2018-10-01,Patagonia,No residentes,168462,""
2018-11-01,Buenos Aires,Residentes,431618,""
2018-11-01,Buenos Aires,No residentes,5230,""
2018-11-01,CABA,Residentes,467467,""
2018-11-01,CABA,No residentes,575831,""
2018-11-01,Cuyo,Residentes,264569,""
2018-11-01,Cuyo,No residentes,79313,""
2018-11-01,Córdoba,Residentes,488123,""
2018-11-01,Córdoba,No residentes,17823,""
2018-11-01,Litoral,Residentes,434158,""
2018-11-01,Litoral,No residentes,80987,""
2018-11-01,Norte,Residentes,280862,""
2018-11-01,Norte,No residentes,50997,""
2018-11-01,Patagonia,Residentes,526847,""
2018-11-01,Patagonia,No residentes,258815,""
2018-12-01,Buenos Aires,Residentes,560053,""
2018-12-01,Buenos Aires,No residentes,7210,""
2018-12-01,CABA,Residentes,386936,""
2018-12-01,CABA,No residentes,511765,""
2018-12-01,Cuyo,Residentes,203804,""
2018-12-01,Cuyo,No residentes,67711,""
2018-12-01,Córdoba,Residentes,475386,""
2018-12-01,Córdoba,No residentes,15291,""
2018-12-01,Litoral,Residentes,398774,""
2018-12-01,Litoral,No residentes,79524,""
2018-12-01,Norte,Residentes,201633,""
2018-12-01,Norte,No residentes,39934,""
2018-12-01,Patagonia,Residentes,505699,""
2018-12-01,Patagonia,No residentes,302138,""
2019-01-01,Buenos Aires,Residentes,1456013,""
2019-01-01,Buenos Aires,No residentes,10518,""
2019-01-01,CABA,Residentes,348853,""
2019-01-01,CABA,No residentes,523016,""
2019-01-01,Cuyo,Residentes,377730,""
2019-01-01,Cuyo,No residentes,73474,""
2019-01-01,Córdoba,Residentes,978468,""
2019-01-01,Córdoba,No residentes,24166,""
2019-01-01,Litoral,Residentes,460073,""
2019-01-01,Litoral,No residentes,104927,""
2019-01-01,Norte,Residentes,341360,""
2019-01-01,Norte,No residentes,54333,""
2019-01-01,Patagonia,Residentes,835619,""
2019-01-01,Patagonia,No residentes,368602,""
2019-02-01,Buenos Aires,Residentes,1248088,""
2019-02-01,Buenos Aires,No residentes,8494,""
2019-02-01,CABA,Residentes,361436,""
2019-02-01,CABA,No residentes,432969,""
2019-02-01,Cuyo,Residentes,350138,""
2019-02-01,Cuyo,No residentes,65670,""
2019-02-01,Córdoba,Residentes,878739,""
2019-02-01,Córdoba,No residentes,21813,""
2019-02-01,Litoral,Residentes,435042,""
2019-02-01,Litoral,No residentes,77982,""
2019-02-01,Norte,Residentes,306866,""
2019-02-01,Norte,No residentes,47129,""
2019-02-01,Patagonia,Residentes,650932,""
2019-02-01,Patagonia,No residentes,302714,""
2019-03-01,Buenos Aires,Residentes,588676,""
2019-03-01,Buenos Aires,No residentes,5988,""
2019-03-01,CABA,Residentes,432886,""
2019-03-01,CABA,No residentes,506096,""
2019-03-01,Cuyo,Residentes,312231,""
2019-03-01,Cuyo,No residentes,74763,""
2019-03-01,Córdoba,Residentes,580928,""
2019-03-01,Córdoba,No residentes,21676,""
2019-03-01,Litoral,Residentes,418412,""
2019-03-01,Litoral,No residentes,83533,""
2019-03-01,Norte,Residentes,316699,""
2019-03-01,Norte,No residentes,59029,""
2019-03-01,Patagonia,Residentes,547130,""
2019-03-01,Patagonia,No residentes,250409,""
2019-04-01,Buenos Aires,Residentes,338931,""
2019-04-01,Buenos Aires,No residentes,5942,""
2019-04-01,CABA,Residentes,411243,""
2019-04-01,CABA,No residentes,444089,""
2019-04-01,Cuyo,Residentes,264627,""
2019-04-01,Cuyo,No residentes,72509,""
2019-04-01,Córdoba,Residentes,435224,""
2019-04-01,Córdoba,No residentes,25462,""
2019-04-01,Litoral,Residentes,379142,""
2019-04-01,Litoral,No residentes,74622,""
2019-04-01,Norte,Residentes,334344,""
2019-04-01,Norte,No residentes,48513,""
2019-04-01,Patagonia,Residentes,428799,""
2019-04-01,Patagonia,No residentes,158453,""
2019-05-01,Buenos Aires,Residentes,221840,""
2019-05-01,Buenos Aires,No residentes,4105,""
2019-05-01,CABA,Residentes,434231,""
2019-05-01,CABA,No residentes,418192,""
2019-05-01,Cuyo,Residentes,237945,""
2019-05-01,Cuyo,No residentes,61083,""
2019-05-01,Córdoba,Residentes,306455,""
2019-05-01,Córdoba,No residentes,16852,""
2019-05-01,Litoral,Residentes,366738,""
2019-05-01,Litoral,No residentes,55893,""
2019-05-01,Norte,Residentes,355907,""
2019-05-01,Norte,No residentes,37680,""
2019-05-01,Patagonia,Residentes,336098,""
2019-05-01,Patagonia,No residentes,92752,""
2019-06-01,Buenos Aires,Residentes,215379,""
2019-06-01,Buenos Aires,No residentes,3083,""
2019-06-01,CABA,Residentes,423179,""
2019-06-01,CABA,No residentes,387892,""
2019-06-01,Cuyo,Residentes,255026,""
2019-06-01,Cuyo,No residentes,50313,""
2019-06-01,Córdoba,Residentes,301332,""
2019-06-01,Córdoba,No residentes,17669,""
2019-06-01,Litoral,Residentes,363379,""
2019-06-01,Litoral,No residentes,66120,""
2019-06-01,Norte,Residentes,376049,""
2019-06-01,Norte,No residentes,28252,""
2019-06-01,Patagonia,Residentes,388591,""
2019-06-01,Patagonia,No residentes,104539,""
2019-07-01,Buenos Aires,Residentes,356178,""
2019-07-01,Buenos Aires,No residentes,4550,""
2019-07-01,CABA,Residentes,565382,""
2019-07-01,CABA,No residentes,474178,""
2019-07-01,Cuyo,Residentes,464379,""
2019-07-01,Cuyo,No residentes,65361,""
2019-07-01,Córdoba,Residentes,618830,""
2019-07-01,Córdoba,No residentes,20361,""
2019-07-01,Litoral,Residentes,471994,""
2019-07-01,Litoral,No residentes,72344,""
2019-07-01,Norte,Residentes,676355,""
2019-07-01,Norte,No residentes,37225,""
2019-07-01,Patagonia,Residentes,768371,""
2019-07-01,Patagonia,No residentes,253720,""
2019-08-01,Buenos Aires,Residentes,292504,""
2019-08-01,Buenos Aires,No residentes,4105,""
2019-08-01,CABA,Residentes,448639,""
2019-08-01,CABA,No residentes,417959,""
2019-08-01,Cuyo,Residentes,304847,""
2019-08-01,Cuyo,No residentes,60196,""
2019-08-01,Córdoba,Residentes,380377,""
2019-08-01,Córdoba,No residentes,15167,""
2019-08-01,Litoral,Residentes,386281,""
2019-08-01,Litoral,No residentes,65541,""
2019-08-01,Norte,Residentes,425786,""
2019-08-01,Norte,No residentes,38148,""
2019-08-01,Patagonia,Residentes,784415,""
2019-08-01,Patagonia,No residentes,194703,""
2019-09-01,Buenos Aires,Residentes,300815,""
2019-09-01,Buenos Aires,No residentes,3797,""
2019-09-01,CABA,Residentes,435895,""
2019-09-01,CABA,No residentes,442723,""
2019-09-01,Cuyo,Residentes,304082,""
2019-09-01,Cuyo,No residentes,70004,""
2019-09-01,Córdoba,Residentes,383446,""
2019-09-01,Córdoba,No residentes,15301,""
2019-09-01,Litoral,Residentes,405052,""
2019-09-01,Litoral,No residentes,70217,""
2019-09-01,Norte,Residentes,421122,""
2019-09-01,Norte,No residentes,36380,""
2019-09-01,Patagonia,Residentes,727100,""
2019-09-01,Patagonia,No residentes,185541,""
2019-10-01,Buenos Aires,Residentes,404720,""
2019-10-01,Buenos Aires,No residentes,4498,""
2019-10-01,CABA,Residentes,469948,""
2019-10-01,CABA,No residentes,487140,""
2019-10-01,Cuyo,Residentes,324994,""
2019-10-01,Cuyo,No residentes,74275,""
2019-10-01,Córdoba,Residentes,487644,""
2019-10-01,Córdoba,No residentes,18584,""
2019-10-01,Litoral,Residentes,387670,""
2019-10-01,Litoral,No residentes,72826,""
2019-10-01,Norte,Residentes,354570,""
2019-10-01,Norte,No residentes,45901,""
2019-10-01,Patagonia,Residentes,626648,""
2019-10-01,Patagonia,No residentes,206227,""
2019-11-01,Buenos Aires,Residentes,495907,""
2019-11-01,Buenos Aires,No residentes,11352,""
2019-11-01,CABA,Residentes,457848,""
2019-11-01,CABA,No residentes,530772,""
2019-11-01,Cuyo,Residentes,321748,""
2019-11-01,Cuyo,No residentes,84245,""
2019-11-01,Córdoba,Residentes,479164,""
2019-11-01,Córdoba,No residentes,19191,""
2019-11-01,Litoral,Residentes,404776,""
2019-11-01,Litoral,No residentes,87471,""
2019-11-01,Norte,Residentes,297248,""
2019-11-01,Norte,No residentes,51627,""
2019-11-01,Patagonia,Residentes,521260,""
2019-11-01,Patagonia,No residentes,295648,""
2019-12-01,Buenos Aires,Residentes,618492,""
2019-12-01,Buenos Aires,No residentes,9201,""
2019-12-01,CABA,Residentes,399292,""
2019-12-01,CABA,No residentes,548245,""
2019-12-01,Cuyo,Residentes,253301,""
2019-12-01,Cuyo,No residentes,61250,""
2019-12-01,Córdoba,Residentes,469220,""
2019-12-01,Córdoba,No residentes,14158,""
2019-12-01,Litoral,Residentes,353488,""
2019-12-01,Litoral,No residentes,93253,""
2019-12-01,Norte,Residentes,216760,""
2019-12-01,Norte,No residentes,41987,""
2019-12-01,Patagonia,Residentes,571899,""
2019-12-01,Patagonia,No residentes,319140,""
2020-01-01,Buenos Aires,Residentes,1748051,""
2020-01-01,Buenos Aires,No residentes,14798,""
2020-01-01,CABA,Residentes,335204,""
2020-01-01,CABA,No residentes,498435,""
2020-01-01,Cuyo,Residentes,399899,""
2020-01-01,Cuyo,No residentes,67581,""
2020-01-01,Córdoba,Residentes,1040400,""
2020-01-01,Córdoba,No residentes,14430,""
2020-01-01,Litoral,Residentes,440385,""
2020-01-01,Litoral,No residentes,104664,""
2020-01-01,Norte,Residentes,327215,""
2020-01-01,Norte,No residentes,57122,""
2020-01-01,Patagonia,Residentes,896332,""
2020-01-01,Patagonia,No residentes,339890,""
2020-02-01,Buenos Aires,Residentes,1474994,""
2020-02-01,Buenos Aires,No residentes,6790,""
2020-02-01,CABA,Residentes,346880,""
2020-02-01,CABA,No residentes,472072,""
2020-02-01,Cuyo,Residentes,374915,""
2020-02-01,Cuyo,No residentes,68639,""
2020-02-01,Córdoba,Residentes,920799,""
2020-02-01,Córdoba,No residentes,15641,""
2020-02-01,Litoral,Residentes,454137,""
2020-02-01,Litoral,No residentes,93308,""
2020-02-01,Norte,Residentes,334107,""
2020-02-01,Norte,No residentes,51652,""
2020-02-01,Patagonia,Residentes,742523,""
2020-02-01,Patagonia,No residentes,322965,""
2020-03-01,Buenos Aires,Residentes,286845,""
2020-03-01,Buenos Aires,No residentes,2509,""
2020-03-01,CABA,Residentes,197773,""
2020-03-01,CABA,No residentes,250062,""
2020-03-01,Cuyo,Residentes,159634,""
2020-03-01,Cuyo,No residentes,34749,""
2020-03-01,Córdoba,Residentes,267935,""
2020-03-01,Córdoba,No residentes,5976,""
2020-03-01,Litoral,Residentes,218975,""
2020-03-01,Litoral,No residentes,34101,""
2020-03-01,Norte,Residentes,143402,""
2020-03-01,Norte,No residentes,22310,""
2020-03-01,Patagonia,Residentes,320725,""
2020-03-01,Patagonia,No residentes,112006,""
2020-04-01,Buenos Aires,Residentes,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Buenos Aires,No residentes,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,CABA,Residentes,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,CABA,No residentes,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Cuyo,Residentes,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Cuyo,No residentes,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Córdoba,Residentes,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Córdoba,No residentes,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Litoral,Residentes,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Litoral,No residentes,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Norte,Residentes,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Norte,No residentes,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Patagonia,Residentes,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Patagonia,No residentes,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-05-01,Buenos Aires,Residentes,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Buenos Aires,No residentes,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,CABA,Residentes,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,CABA,No residentes,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Cuyo,Residentes,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Cuyo,No residentes,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Córdoba,Residentes,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Córdoba,No residentes,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Litoral,Residentes,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Litoral,No residentes,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Norte,Residentes,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Norte,No residentes,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Patagonia,Residentes,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Patagonia,No residentes,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-06-01,Buenos Aires,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Buenos Aires,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,CABA,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,CABA,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Cuyo,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Cuyo,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Córdoba,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Córdoba,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Litoral,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Litoral,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Norte,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Norte,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Patagonia,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Patagonia,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Buenos Aires,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Buenos Aires,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,CABA,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,CABA,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Cuyo,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Cuyo,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Córdoba,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Córdoba,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Litoral,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Litoral,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
