indice_tiempo,region_de_destino,origen_viajeros,estadia_media_en_noches,observaciones
2019-02-01,Córdoba,Total,3.1,""
2019-02-01,Córdoba,Residentes,3.1,""
2019-02-01,Córdoba,No residentes,2.8,""
2019-02-01,Litoral,Total,2.1,""
2019-02-01,Litoral,Residentes,2.1,""
2019-02-01,Litoral,No residentes,2.1,""
2019-02-01,Norte,Total,1.8,""
2019-02-01,Norte,Residentes,1.8,""
2019-02-01,Norte,No residentes,1.9,""
2019-02-01,Patagonia,Total,2.5,""
2019-02-01,Patagonia,Residentes,2.6,""
2019-02-01,Patagonia,No residentes,2.3,""
2019-03-01,Buenos Aires,Total,3,""
2019-03-01,Buenos Aires,Residentes,3,""
2019-03-01,Buenos Aires,No residentes,2.4,""
2019-03-01,CABA,Total,2.2,""
2019-03-01,CABA,Residentes,2.1,""
2019-03-01,CABA,No residentes,2.3,""
2019-03-01,Cuyo,Total,2.2,""
2019-03-01,Cuyo,Residentes,2.2,""
2019-03-01,Cuyo,No residentes,2.1,""
2019-03-01,Córdoba,Total,2.7,""
2019-03-01,Córdoba,Residentes,2.7,""
2019-03-01,Córdoba,No residentes,2.4,""
2019-03-01,Litoral,Total,2,""
2019-03-01,Litoral,Residentes,2,""
2019-03-01,Litoral,No residentes,2,""
2019-03-01,Norte,Total,1.9,""
2019-03-01,Norte,Residentes,1.8,""
2019-03-01,Norte,No residentes,2,""
2019-03-01,Patagonia,Total,2.2,""
2019-03-01,Patagonia,Residentes,2.2,""
2019-03-01,Patagonia,No residentes,2.1,""
2019-04-01,Buenos Aires,Total,2.7,""
2019-04-01,Buenos Aires,Residentes,2.7,""
2019-04-01,Buenos Aires,No residentes,2.1,""
2019-04-01,CABA,Total,2.2,""
2019-04-01,CABA,Residentes,2.1,""
2019-04-01,CABA,No residentes,2.4,""
2019-04-01,Cuyo,Total,2.2,""
2019-04-01,Cuyo,Residentes,2.2,""
2019-04-01,Cuyo,No residentes,2.2,""
2019-04-01,Córdoba,Total,2.5,""
2019-04-01,Córdoba,Residentes,2.5,""
2019-04-01,Córdoba,No residentes,2.5,""
2019-04-01,Litoral,Total,1.9,""
2019-04-01,Litoral,Residentes,1.9,""
2019-04-01,Litoral,No residentes,2,""
2019-04-01,Norte,Total,1.9,""
2019-04-01,Norte,Residentes,1.9,""
2019-04-01,Norte,No residentes,1.8,""
2019-04-01,Patagonia,Total,2.2,""
2019-04-01,Patagonia,Residentes,2.2,""
2019-04-01,Patagonia,No residentes,2.2,""
2019-05-01,Buenos Aires,Total,3,""
2019-05-01,Buenos Aires,Residentes,3,""
2019-05-01,Buenos Aires,No residentes,2.2,""
2019-05-01,CABA,Total,2.3,""
2019-05-01,CABA,Residentes,2.2,""
2019-05-01,CABA,No residentes,2.3,""
2019-05-01,Cuyo,Total,2.1,""
2019-05-01,Cuyo,Residentes,2,""
2019-05-01,Cuyo,No residentes,2.4,""
2019-05-01,Córdoba,Total,2.2,""
2019-05-01,Córdoba,Residentes,2.2,""
2019-05-01,Córdoba,No residentes,2.3,""
2019-05-01,Litoral,Total,1.9,""
2019-05-01,Litoral,Residentes,1.9,""
2019-05-01,Litoral,No residentes,2,""
2019-05-01,Norte,Total,2,""
2019-05-01,Norte,Residentes,2,""
2019-05-01,Norte,No residentes,1.8,""
2019-05-01,Patagonia,Total,2.1,""
2019-05-01,Patagonia,Residentes,2.1,""
2019-05-01,Patagonia,No residentes,2.4,""
2019-06-01,Buenos Aires,Total,2.8,""
2019-06-01,Buenos Aires,Residentes,2.8,""
2019-06-01,Buenos Aires,No residentes,2.3,""
2019-06-01,CABA,Total,2.3,""
2019-06-01,CABA,Residentes,2.2,""
2019-06-01,CABA,No residentes,2.3,""
2019-06-01,Cuyo,Total,2.1,""
2019-06-01,Cuyo,Residentes,2.1,""
2019-06-01,Cuyo,No residentes,2.4,""
2019-06-01,Córdoba,Total,2.1,""
2019-06-01,Córdoba,Residentes,2.1,""
2019-06-01,Córdoba,No residentes,2.3,""
2019-06-01,Litoral,Total,1.9,""
2019-06-01,Litoral,Residentes,1.9,""
2019-06-01,Litoral,No residentes,1.9,""
2019-06-01,Norte,Total,2,""
2019-06-01,Norte,Residentes,2.1,""
2019-06-01,Norte,No residentes,1.8,""
2019-06-01,Patagonia,Total,2.2,""
2019-06-01,Patagonia,Residentes,2.2,""
2019-06-01,Patagonia,No residentes,2.6,""
2019-07-01,Buenos Aires,Total,3.1,""
2019-07-01,Buenos Aires,Residentes,3.1,""
2019-07-01,Buenos Aires,No residentes,2.4,""
2019-07-01,CABA,Total,2.3,""
2019-07-01,CABA,Residentes,2.3,""
2019-07-01,CABA,No residentes,2.4,""
2019-07-01,Cuyo,Total,2.3,""
2019-07-01,Cuyo,Residentes,2.3,""
2019-07-01,Cuyo,No residentes,2.4,""
2019-07-01,Córdoba,Total,2.6,""
2019-07-01,Córdoba,Residentes,2.6,""
2019-07-01,Córdoba,No residentes,2.6,""
2019-07-01,Litoral,Total,2,""
2019-07-01,Litoral,Residentes,2,""
2019-07-01,Litoral,No residentes,2.1,""
2019-07-01,Norte,Total,2,""
2019-07-01,Norte,Residentes,2,""
2019-07-01,Norte,No residentes,1.8,""
2019-07-01,Patagonia,Total,2.9,""
2019-07-01,Patagonia,Residentes,2.8,""
2019-07-01,Patagonia,No residentes,3.3,""
2019-08-01,Buenos Aires,Total,2.9,""
2019-08-01,Buenos Aires,Residentes,2.9,""
2019-08-01,Buenos Aires,No residentes,2.5,""
2019-08-01,CABA,Total,2.3,""
2019-08-01,CABA,Residentes,2.2,""
2019-08-01,CABA,No residentes,2.3,""
2019-08-01,Cuyo,Total,2.2,""
2019-08-01,Cuyo,Residentes,2.1,""
2019-08-01,Cuyo,No residentes,2.4,""
2019-08-01,Córdoba,Total,2.3,""
2019-08-01,Córdoba,Residentes,2.2,""
2019-08-01,Córdoba,No residentes,2.5,""
2019-08-01,Litoral,Total,1.9,""
2019-08-01,Litoral,Residentes,1.9,""
2019-08-01,Litoral,No residentes,2,""
2019-08-01,Norte,Total,2,""
2019-08-01,Norte,Residentes,2,""
2019-08-01,Norte,No residentes,1.8,""
2019-08-01,Patagonia,Total,2.9,""
2019-08-01,Patagonia,Residentes,2.9,""
2019-08-01,Patagonia,No residentes,2.9,""
2019-09-01,Buenos Aires,Total,2.9,""
2019-09-01,Buenos Aires,Residentes,2.9,""
2019-09-01,Buenos Aires,No residentes,2,""
2019-09-01,CABA,Total,2.3,""
2019-09-01,CABA,Residentes,2.2,""
2019-09-01,CABA,No residentes,2.4,""
2019-09-01,Cuyo,Total,2.2,""
2019-09-01,Cuyo,Residentes,2.1,""
2019-09-01,Cuyo,No residentes,2.5,""
2019-09-01,Córdoba,Total,2.1,""
2019-09-01,Córdoba,Residentes,2.1,""
2019-09-01,Córdoba,No residentes,2.2,""
2019-09-01,Litoral,Total,1.9,""
2019-09-01,Litoral,Residentes,1.9,""
2019-09-01,Litoral,No residentes,2,""
2019-09-01,Norte,Total,1.9,""
2019-09-01,Norte,Residentes,2,""
2019-09-01,Norte,No residentes,1.8,""
2019-09-01,Patagonia,Total,2.7,""
2019-09-01,Patagonia,Residentes,2.7,""
2019-09-01,Patagonia,No residentes,2.7,""
2019-10-01,Buenos Aires,Total,2.9,""
2019-10-01,Buenos Aires,Residentes,2.9,""
2019-10-01,Buenos Aires,No residentes,2.4,""
2019-10-01,CABA,Total,2.2,""
2019-10-01,CABA,Residentes,2.2,""
2019-10-01,CABA,No residentes,2.2,""
2019-10-01,Cuyo,Total,2.1,""
2019-10-01,Cuyo,Residentes,2.1,""
2019-10-01,Cuyo,No residentes,1.9,""
2019-10-01,Córdoba,Total,2.4,""
2019-10-01,Córdoba,Residentes,2.4,""
2019-10-01,Córdoba,No residentes,2.5,""
2019-10-01,Litoral,Total,1.9,""
2019-10-01,Litoral,Residentes,1.9,""
2019-10-01,Litoral,No residentes,1.9,""
2019-10-01,Norte,Total,1.9,""
2019-10-01,Norte,Residentes,1.9,""
2019-10-01,Norte,No residentes,1.7,""
2019-10-01,Patagonia,Total,2.5,""
2019-10-01,Patagonia,Residentes,2.5,""
2019-10-01,Patagonia,No residentes,2.3,""
2019-11-01,Buenos Aires,Total,2.7,""
2019-11-01,Buenos Aires,Residentes,2.7,""
2019-11-01,Buenos Aires,No residentes,2.7,""
2019-11-01,CABA,Total,2.2,""
2019-11-01,CABA,Residentes,2.2,""
2019-11-01,CABA,No residentes,2.2,""
2019-11-01,Cuyo,Total,2.1,""
2019-11-01,Cuyo,Residentes,2.2,""
2019-11-01,Cuyo,No residentes,1.9,""
2019-11-01,Córdoba,Total,2.3,""
2019-11-01,Córdoba,Residentes,2.3,""
2019-11-01,Córdoba,No residentes,2.3,""
2019-11-01,Litoral,Total,1.9,""
2019-11-01,Litoral,Residentes,1.9,""
2019-11-01,Litoral,No residentes,2,""
2019-11-01,Norte,Total,1.7,""
2019-11-01,Norte,Residentes,1.7,""
2019-11-01,Norte,No residentes,1.6,""
2019-11-01,Patagonia,Total,2.2,""
2019-11-01,Patagonia,Residentes,2.2,""
2019-11-01,Patagonia,No residentes,2.2,""
2019-12-01,Buenos Aires,Total,3,""
2019-12-01,Buenos Aires,Residentes,3.1,""
2019-12-01,Buenos Aires,No residentes,1.8,""
2019-12-01,CABA,Total,2.3,""
2019-12-01,CABA,Residentes,2.2,""
2019-12-01,CABA,No residentes,2.3,""
2019-12-01,Cuyo,Total,2.2,""
2019-12-01,Cuyo,Residentes,2.2,""
2019-12-01,Cuyo,No residentes,2.1,""
2019-12-01,Córdoba,Total,2.4,""
2019-12-01,Córdoba,Residentes,2.4,""
2019-12-01,Córdoba,No residentes,2.3,""
2019-12-01,Litoral,Total,1.9,""
2019-12-01,Litoral,Residentes,1.9,""
2019-12-01,Litoral,No residentes,2,""
2019-12-01,Norte,Total,1.7,""
2019-12-01,Norte,Residentes,1.7,""
2019-12-01,Norte,No residentes,1.8,""
2019-12-01,Patagonia,Total,2.4,""
2019-12-01,Patagonia,Residentes,2.5,""
2019-12-01,Patagonia,No residentes,2.3,""
2020-01-01,Buenos Aires,Total,4.6,""
2020-01-01,Buenos Aires,Residentes,4.7,""
2020-01-01,Buenos Aires,No residentes,2.9,""
2020-01-01,CABA,Total,2.3,""
2020-01-01,CABA,Residentes,2.3,""
2020-01-01,CABA,No residentes,2.4,""
2020-01-01,Cuyo,Total,2.6,""
2020-01-01,Cuyo,Residentes,2.6,""
2020-01-01,Cuyo,No residentes,2.2,""
2020-01-01,Córdoba,Total,3.3,""
2020-01-01,Córdoba,Residentes,3.3,""
2020-01-01,Córdoba,No residentes,2.2,""
2020-01-01,Litoral,Total,2.1,""
2020-01-01,Litoral,Residentes,2.1,""
2020-01-01,Litoral,No residentes,2,""
2020-01-01,Norte,Total,1.8,""
2020-01-01,Norte,Residentes,1.8,""
2020-01-01,Norte,No residentes,1.9,""
2020-01-01,Patagonia,Total,2.5,""
2020-01-01,Patagonia,Residentes,2.6,""
2020-01-01,Patagonia,No residentes,2.3,""
2020-02-01,Buenos Aires,Total,4.6,""
2020-02-01,Buenos Aires,Residentes,4.6,""
2020-02-01,Buenos Aires,No residentes,2.8,""
2020-02-01,CABA,Total,2.3,""
2020-02-01,CABA,Residentes,2.3,""
2020-02-01,CABA,No residentes,2.3,""
2020-02-01,Cuyo,Total,2.6,""
2020-02-01,Cuyo,Residentes,2.6,""
2020-02-01,Cuyo,No residentes,2.4,""
2020-02-01,Córdoba,Total,3.2,""
2020-02-01,Córdoba,Residentes,3.3,""
2020-02-01,Córdoba,No residentes,2.4,""
2020-02-01,Litoral,Total,2.1,""
2020-02-01,Litoral,Residentes,2.2,""
2020-02-01,Litoral,No residentes,2,""
2020-02-01,Norte,Total,1.8,""
2020-02-01,Norte,Residentes,1.8,""
2020-02-01,Norte,No residentes,1.9,""
2020-02-01,Patagonia,Total,2.5,""
2020-02-01,Patagonia,Residentes,2.5,""
2020-02-01,Patagonia,No residentes,2.3,""
2020-03-01,Buenos Aires,Total,3.1,""
2020-03-01,Buenos Aires,Residentes,3.1,""
2020-03-01,Buenos Aires,No residentes,4.2,""
2020-03-01,CABA,Total,2.2,""
2020-03-01,CABA,Residentes,2.4,""
2020-03-01,CABA,No residentes,2,""
2020-03-01,Cuyo,Total,2.3,""
2020-03-01,Cuyo,Residentes,2.3,""
2020-03-01,Cuyo,No residentes,2.6,""
2020-03-01,Córdoba,Total,2.8,""
2020-03-01,Córdoba,Residentes,2.8,""
2020-03-01,Córdoba,No residentes,2.5,""
2020-03-01,Litoral,Total,2.2,""
2020-03-01,Litoral,Residentes,2.2,""
2020-03-01,Litoral,No residentes,2,""
2020-03-01,Norte,Total,2.1,""
2020-03-01,Norte,Residentes,2.1,""
2020-03-01,Norte,No residentes,2.2,""
2020-03-01,Patagonia,Total,2.3,""
2020-03-01,Patagonia,Residentes,2.4,""
2020-03-01,Patagonia,No residentes,2.3,""
2020-04-01,Buenos Aires,Total,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Buenos Aires,Residentes,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Buenos Aires,No residentes,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,CABA,Total,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,CABA,Residentes,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,CABA,No residentes,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Cuyo,Total,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Cuyo,Residentes,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Cuyo,No residentes,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Córdoba,Total,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Córdoba,Residentes,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Córdoba,No residentes,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Litoral,Total,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Litoral,Residentes,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Litoral,No residentes,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Norte,Total,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Norte,Residentes,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Norte,No residentes,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Patagonia,Total,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Patagonia,Residentes,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Patagonia,No residentes,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-05-01,Buenos Aires,Total,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Buenos Aires,Residentes,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Buenos Aires,No residentes,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,CABA,Total,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,CABA,Residentes,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,CABA,No residentes,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Cuyo,Total,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Cuyo,Residentes,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Cuyo,No residentes,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Córdoba,Total,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Córdoba,Residentes,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Córdoba,No residentes,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Litoral,Total,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Litoral,Residentes,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Litoral,No residentes,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Norte,Total,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Norte,Residentes,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Norte,No residentes,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Patagonia,Total,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Patagonia,Residentes,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Patagonia,No residentes,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-06-01,Buenos Aires,Total,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Buenos Aires,Residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Buenos Aires,No residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,CABA,Total,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,CABA,Residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,CABA,No residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Cuyo,Total,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Cuyo,Residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Cuyo,No residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Córdoba,Total,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Córdoba,Residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Córdoba,No residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Litoral,Total,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Litoral,Residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Litoral,No residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Norte,Total,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Norte,Residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Norte,No residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Patagonia,Total,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Patagonia,Residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Patagonia,No residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Buenos Aires,Total,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Buenos Aires,Residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Buenos Aires,No residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,CABA,Total,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,CABA,Residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,CABA,No residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Cuyo,Total,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Cuyo,Residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Cuyo,No residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Córdoba,Total,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Córdoba,Residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Córdoba,No residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Litoral,Total,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Litoral,Residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
